Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Planetary Type,Gravity Strength,Has Biosphere,Discovery Year,Star Name,ObjectType
WASP-132 b,1.7,23.17,Chthonian Planet,Low,1,2016,WASP-132,P
Kepler-822 b,1.693,33.55,Gas Giant,High,0,2022,Kepler-822,P
Kepler-841 b,1.692,110.8,Gas Giant,High,0,2022,Kepler-841,P
KMT-2019-BLG-0414L b,1.69,55.72,Chthonian Planet,Low,1,2022,KMT-2019-BLG-0414L,P
KMT-2021-BLG-0909L b,1.69,64.41,Ice Giant,High,0,2021,KMT-2021-BLG-0909L,P
Kepler-583 b,1.69,86.31,Dwarf Planet,Low,1,2017,Kepler-583,P
TOI-880.02,1.69,0.5,Garden World,Medium,1,2016,TOI-880,P
TYC 3667-1280-1 b,1.69,62.98,Garden World,Medium,1,2016,TYC 3667-1280-1,P
Kepler-829 b,1.689,24.68,Chthonian Planet,Low,1,2022,Kepler-829,P
CoRoT-7 b,1.681,3.63,Gas Giant,High,0,2009,CoRoT-7,P
bet Pic c,1.68,76.52,Dwarf Planet,Low,1,2021,bet Pic,P
Kepler-680 b,1.679,47.8,Ice Giant,High,0,2018,Kepler-680,P
Kepler-856 b,1.677,84.33,Gas Giant,High,0,2022,Kepler-856,P
Kepler-667 b,1.675,13.45,Dwarf Planet,Low,1,2018,Kepler-667,P
K2-368 c,1.67,80.68,Dwarf Planet,Low,1,2016,K2-368,P
TOI-6651 b,1.67,2.05,Dwarf Planet,Low,1,2016,TOI-6651,P
TOI-836 b,1.67,9.71,Ice Giant,High,0,2016,TOI-836,P
Wolf 327 b,1.67,24.68,Garden World,Medium,1,2016,Wolf 327,P
Kepler-620 b,1.666,95.59,Gas Giant,High,0,2018,Kepler-620,P
Kepler-688 b,1.666,16.81,Dwarf Planet,Low,1,2018,Kepler-688,P
HIP 66074 b,1.664,111.03,Dwarf Planet,Low,1,2019,HIP 66074,P
GJ 357 c,1.66,73.24,Gas Giant,High,0,2019,GJ 357,P
Kepler-763 c,1.66,87.61,Ice Giant,High,0,2019,Kepler-763,P
Kepler-771 b,1.66,108.15,Dwarf Planet,Low,1,2020,Kepler-771,P
tau Cet g,1.66,30.79,Garden World,Medium,1,2016,tau Cet,P
Kepler-825 b,1.655,10.62,Dwarf Planet,Low,1,2016,Kepler-825,P
DMPP-1 d,1.65,110.89,Garden World,Medium,1,2019,DMPP-1,P
Kepler-794 b,1.65,68.91,Garden World,Medium,1,2021,Kepler-794,P
TOI-6002 b,1.65,19.94,Gas Giant,High,0,2016,TOI-6002,P
K2-117 b,1.64,103.17,Ice Giant,High,0,2019,K2-117,P
Kepler-600 b,1.64,63.09,Dwarf Planet,Low,1,2018,Kepler-600,P
Kepler-601 b,1.64,16.89,Proto Planet,Low,1,2018,Kepler-601,P
TOI-1416 b,1.64,5.66,Ice Giant,High,0,2016,TOI-1416,P
TOI-776 b,1.64,107.21,Gas Giant,High,0,2016,TOI-776,P
WASP-126 c,1.64,49.53,Proto Planet,Low,1,2016,WASP-126,P
ome Ser b,1.64,111.01,Gas Giant,High,0,2016,ome Ser,P
GJ 3293 e,1.63,16.15,Chthonian Planet,Low,1,2017,GJ 3293,P
Kepler-720 b,1.63,82.49,Ice Giant,High,0,2018,Kepler-720,P
TOI-1443 b,1.63,112.48,Garden World,Medium,1,2016,TOI-1443,P
eps Eri b,1.63,31.06,Proto Planet,Low,1,2016,eps Eri,P
LP 791-18 d,1.62,66.76,Dwarf Planet,Low,1,2016,LP 791-18,P
WASP-127 b,1.62,20.89,Gas Giant,High,0,2016,WASP-127,P
HD 108236 b,1.615,57.06,Garden World,Medium,1,2020,HD 108236,P
KIC 9663113 b,1.613,55.86,Proto Planet,Low,1,2020,KIC 9663113,P
K2-281 b,1.61,89.63,Chthonian Planet,Low,1,2015,K2-281,P
Kepler-816 b,1.61,64.93,Garden World,Medium,1,2016,Kepler-816,P
Qatar-6 b,1.61,20.03,Proto Planet,Low,1,2014,Qatar-6,P
TOI-1249 b,1.61,51.47,Gas Giant,High,0,2016,TOI-1249,P
Kepler-622 b,1.608,59.87,Proto Planet,Low,1,2018,Kepler-622,P
Kepler-586 b,1.603,31.39,Garden World,Medium,1,2017,Kepler-586,P
K2-28 b,1.602,100.23,Gas Giant,High,0,2015,K2-28,P
EPIC 212499991 b,1.6,33.7,Dwarf Planet,Low,1,2019,EPIC 212499991,P
EPIC 220554210 c,1.6,95.67,Proto Planet,Low,1,2019,K2-282,P
TOI-1259 A b,1.6,32.26,Ice Giant,High,0,2016,TOI-1259,P
TOI-132 b,1.6,105.49,Ice Giant,High,0,2016,TOI-132,P
TOI-1347 c,1.6,42.23,Ice Giant,High,0,2016,TOI-1347,P
TOI-813 b,1.6,41.82,Proto Planet,Low,1,2013,TOI-813,P
kap CrB b,1.6,12.84,Gas Giant,High,0,2016,kap CrB,P
TOI-1386 c,1.597,73.48,Gas Giant,High,0,2014,TOI-1386,P
Kepler-82 e,1.593,92.87,Gas Giant,High,0,2022,Kepler-82,P
Kepler-796 b,1.59,87.09,Gas Giant,High,0,2021,Kepler-796,P
LHS 1815 b,1.59,5.39,Ice Giant,High,0,2016,LHS 1815,P
TOI-757 b,1.59,20.86,Gas Giant,High,0,2016,TOI-757,P
TrES-4 b,1.59,120.21,Proto Planet,Low,1,2016,TrES-4,P
Kepler-761 b,1.589,109.91,Ice Giant,High,0,2019,Kepler-761,P
Kepler-765 b,1.582,74.33,Dwarf Planet,Low,1,2015,Kepler-765,P
Lupus-TR-3 b,1.58,112.5,Gas Giant,High,0,2016,Lupus-TR-3,P
MASCARA-1 b,1.58,91.97,Ice Giant,High,0,2016,MASCARA-1,P
TOI-1410.01,1.58,71.87,Ice Giant,High,0,2016,TOI-1410,P
TOI-6034 b,1.58,18.66,Gas Giant,High,0,2014,TOI-6034,P
YSES 2 b,1.58,1.56,Chthonian Planet,Low,1,2014,YSES 2,P
Kepler-65 c,1.579,66.4,Proto Planet,Low,1,2018,Kepler-65,P
Kepler-844 b,1.579,14.7,Chthonian Planet,Low,1,2022,Kepler-844,P
ROXs 12 b,1.578,100.54,Dwarf Planet,Low,1,2020,ROXs 12,P
Kepler-739 b,1.57,23.91,Ice Giant,High,0,2018,Kepler-739,P
UZ For c,1.57,6.12,Gas Giant,High,0,2016,UZ For,P
EPIC 201595106 b,1.565,83.71,Chthonian Planet,Low,1,2021,EPIC 201595106,P
Kepler-59 b,1.565,85.76,Gas Giant,High,0,2017,Kepler-59,P
Kepler-83 c,1.564,68.87,Ice Giant,High,0,2022,Kepler-83,P
Kepler-684 b,1.56,21.42,Proto Planet,Low,1,2018,Kepler-684,P
Kepler-804 b,1.56,32.61,Dwarf Planet,Low,1,2021,Kepler-804,P
Kepler-617 b,1.554,29.49,Proto Planet,Low,1,2018,Kepler-617,P
KMT-2023-BLG-1743L b,1.551,122.86,Dwarf Planet,Low,1,2023,KMT-2023-BLG-1743L,P
GJ 15 A b,1.55,111.11,Ice Giant,High,0,2014,GJ 15,P
TOI-1298 b,1.55,74.12,Ice Giant,High,0,2016,TOI-1298,P
TYC 2187-512-1 b,1.55,30.8,Dwarf Planet,Low,1,2016,TYC 2187-512-1,P
XO-1 b,1.55,62.18,Proto Planet,Low,1,2016,XO-1,P
omi CrB b,1.55,28.85,Garden World,Medium,1,2016,omi CrB,P
ups And c,1.55,52.4,Gas Giant,High,0,2016,ups And,P
Kepler-80 e,1.54,92.09,Garden World,Medium,1,2021,Kepler-80,P
Ross 508 b,1.54,1.03,Chthonian Planet,Low,1,2016,Ross 508,P
WASP-158 b,1.54,75.06,Gas Giant,High,0,2016,WASP-158,P
rho CrB b,1.54,98.46,Garden World,Medium,1,2016,rho CrB,P
Kepler-687 b,1.539,57.1,Ice Giant,High,0,2018,Kepler-687,P
Kepler-834 b,1.539,57.21,Chthonian Planet,Low,1,2022,Kepler-834,P
KMT-2023-BLG-1866L b,1.538,62.99,Chthonian Planet,Low,1,2023,KMT-2023-BLG-1866L,P
TOI-1386 b,1.536,97.21,Dwarf Planet,Low,1,2014,TOI-1386,P
K2-339 b,1.533,115.54,Garden World,Medium,1,2022,K2-339,P
GJ 740 b,1.53,80.43,Proto Planet,Low,1,2021,GJ 740,P
WASP-119 b,1.53,74.73,Proto Planet,Low,1,2014,WASP-119,P
nu Oph b,1.521,43.74,Gas Giant,High,0,2013,nu Oph,P
Kepler-645 b,1.52,76.28,Gas Giant,High,0,2018,Kepler-645,P
Kepler-65 d,1.52,95.1,Gas Giant,High,0,2018,Kepler-65,P
WASP-148 b,1.52,96.61,Gas Giant,High,0,2016,WASP-148,P
XO-4 b,1.52,23.34,Dwarf Planet,Low,1,2016,XO-4,P
XO-7 b,1.52,1.45,Ice Giant,High,0,2014,XO-7,P
rho CrB d,1.52,98.17,Dwarf Planet,Low,1,2016,rho CrB,P
Kepler-673 b,1.514,101.02,Garden World,Medium,1,2018,Kepler-673,P
K2-280 b,1.511,88.54,Ice Giant,High,0,2015,K2-280,P
GJ 273 b,1.51,113.56,Gas Giant,High,0,2017,GJ 273,P
K2-266 e,1.51,23.89,Gas Giant,High,0,2018,K2-266,P
Kepler-590 b,1.51,3.76,Garden World,Medium,1,2017,Kepler-590,P
Kepler-598 b,1.51,93.76,Proto Planet,Low,1,2018,Kepler-598,P
WASP-104 b,1.51,14.91,Proto Planet,Low,1,2016,WASP-104,P
WASP-107 b,1.51,48.12,Proto Planet,Low,1,2016,WASP-107,P
WASP-13 b,1.51,121.71,Garden World,Medium,1,2016,WASP-13,P
EPIC 201427007 b,1.5,112.74,Gas Giant,High,0,2021,EPIC 201427007,P
Kepler-683 b,1.5,86.36,Ice Giant,High,0,2018,Kepler-683,P
Kepler-734 b,1.5,27.06,Dwarf Planet,Low,1,2018,Kepler-734,P
Ross 458 c,1.5,13.04,Chthonian Planet,Low,1,2016,Ross 458,P
Kepler-625 b,1.491,90.92,Gas Giant,High,0,2018,Kepler-625,P
GJ 625 b,1.49,57.89,Ice Giant,High,0,2017,GJ 625,P
Kepler-603 c,1.49,44.76,Chthonian Planet,Low,1,2018,Kepler-603,P
Kepler-736 b,1.49,90.07,Garden World,Medium,1,2021,Kepler-736,P
OGLE-2017-BLG-1434L b,1.49,27.73,Ice Giant,High,0,2022,OGLE-2017-BLG-1434L,P
TOI-1296 b,1.49,5.84,Proto Planet,Low,1,2016,TOI-1296,P
XO-3 b,1.49,111.79,Gas Giant,High,0,2016,XO-3,P
TOI-1420 b,1.488,56.2,Gas Giant,High,0,2021,TOI-1420,P
MOA-2013-BLG-605L b,1.483,9.87,Garden World,Medium,1,2016,MOA-2013-BLG-605L,P
EPIC 212297394 b,1.48,36.96,Garden World,Medium,1,2019,EPIC 212297394,P
K2-266 d,1.48,105.53,Ice Giant,High,0,2018,K2-266,P
TOI-1260 b,1.48,92.94,Garden World,Medium,1,2016,TOI-1260,P
WASP-160 B b,1.48,94.61,Chthonian Planet,Low,1,2014,WASP-160,P
gam Lib c,1.48,15.3,Dwarf Planet,Low,1,2016,gam Lib,P
iot Dra c,1.48,31.54,Ice Giant,High,0,2016,iot Dra,P
Kepler-60 b,1.473,24.28,Dwarf Planet,Low,1,2018,Kepler-60,P
KMT-2019-BLG-1339L b,1.47,99.41,Ice Giant,High,0,2022,KMT-2019-BLG-1339L,P
Kepler-635 b,1.47,0.61,Chthonian Planet,Low,1,2018,Kepler-635,P
MOA-2011-BLG-322L b,1.47,18.68,Proto Planet,Low,1,2016,MOA-2011-BLG-322L,P
Qatar-10 b,1.47,76.88,Gas Giant,High,0,2011,Qatar-10,P
TOI-833 b,1.47,65.88,Proto Planet,Low,1,2016,TOI-833,P
WASP-113 b,1.47,55.88,Proto Planet,Low,1,2016,WASP-113,P
TIC 393818343 b,1.46,68.95,Proto Planet,Low,1,2016,TIC 393818343,P
TOI-122 b,1.46,92.07,Proto Planet,Low,1,2016,TOI-122,P
TOI-5398 b,1.46,71.17,Dwarf Planet,Low,1,2016,TOI-5398,P
TOI-6016 b,1.46,10.85,Chthonian Planet,Low,1,2016,TOI-6016,P
Kepler-766 b,1.458,70.91,Ice Giant,High,0,2015,Kepler-766,P
GJ 411 b,1.45,82.86,Chthonian Planet,Low,1,2019,GJ 411,P
GJ 667 C e,1.45,47.81,Ice Giant,High,0,2013,GJ 667,P
GJ 667 C f,1.45,34.55,Gas Giant,High,0,2013,GJ 667,P
K2-245 b,1.45,67.4,Proto Planet,Low,1,2011,K2-245,P
TOI-677 b,1.45,13.82,Chthonian Planet,Low,1,2023,TOI-677,P
WASP-156 b,1.45,90.28,Garden World,Medium,1,2016,WASP-156,P
GJ 9827 b,1.44,45.32,Chthonian Planet,Low,1,2017,GJ 9827,P
Kepler-615 b,1.44,67.44,Gas Giant,High,0,2018,Kepler-615,P
SPECULOOS-3 b,1.44,78.46,Garden World,Medium,1,2016,SPECULOOS-3,P
TOI-125 d,1.44,57.64,Garden World,Medium,1,2014,TOI-125,P
TOI-892 b,1.44,27.6,Proto Planet,Low,1,2016,TOI-892,P
WASP-14 b,1.44,61.56,Chthonian Planet,Low,1,2016,WASP-14,P
WISE J033605.05-014350.4 b,1.44,106.72,Ice Giant,High,0,2016,WISE J033605.05-014350.4,P
WISEP J121756.91+162640.2 A b,1.44,90.3,Proto Planet,Low,1,2016,WISEP J121756.91+162640.2 A,P
Kepler-68 b,1.438,83.96,Gas Giant,High,0,2018,Kepler-68,P
GJ 1132 c,1.43,33.78,Chthonian Planet,Low,1,2018,GJ 1132,P
Kepler-809 b,1.43,122.65,Proto Planet,Low,1,2016,Kepler-809,P
OGLE-2019-BLG-0304L b,1.43,24.86,Ice Giant,High,0,2024,OGLE-2019-BLG-0304L,P
XO-6 b,1.43,91.44,Gas Giant,High,0,2016,XO-6,P
Kepler-655 b,1.423,107.26,Ice Giant,High,0,2019,Kepler-655,P
nu Oct A b,1.421,74.31,Gas Giant,High,0,2013,nu Oct,P
Kepler-58 e,1.42,106.49,Ice Giant,High,0,2017,Kepler-58,P
TOI-1431 b,1.42,65.64,Ice Giant,High,0,2016,TOI-1431,P
TOI-530 b,1.42,73.3,Ice Giant,High,0,2016,TOI-530,P
WASP-85 A b,1.42,49.36,Proto Planet,Low,1,2016,WASP-85,P
iot Dra b,1.42,13.74,Chthonian Planet,Low,1,2016,iot Dra,P
tau Cet f,1.42,120.05,Ice Giant,High,0,2016,tau Cet,P
Kepler-62 d,1.418,30.8,Dwarf Planet,Low,1,2018,Kepler-62,P
TOI-1201 b,1.416,45.89,Proto Planet,Low,1,2021,TOI-1201,P
DMPP-3 A b,1.41,54.32,Dwarf Planet,Low,1,2019,DMPP-3,P
WASP-126 b,1.41,70.87,Proto Planet,Low,1,2016,WASP-126,P
EPIC 206024342 c,1.4,49.88,Chthonian Planet,Low,1,2021,EPIC 206024342,P
Kepler-640 b,1.4,70.66,Ice Giant,High,0,2018,Kepler-640,P
Kepler-659 b,1.4,4,Ice Giant,High,0,2018,Kepler-659,P
TOI-849 b,1.4,16.24,Chthonian Planet,Low,1,2016,TOI-849,P
WASP-159 b,1.4,43.31,Chthonian Planet,Low,1,2016,WASP-159,P
eps Ind A b,1.4,73.38,Dwarf Planet,Low,1,2014,eps Ind,P
Kepler-831 b,1.392,11.05,Ice Giant,High,0,2022,Kepler-831,P
G 264-012 b,1.39,44.67,Proto Planet,Low,1,2021,G 264-012,P
WASP-138 b,1.39,114.72,Dwarf Planet,Low,1,2016,WASP-138,P
GJ 3998 b,1.38,7.56,Proto Planet,Low,1,2016,GJ 3998,P
Kepler-740 b,1.38,45.87,Ice Giant,High,0,2018,Kepler-740,P
Kepler-80 b,1.38,20.02,Chthonian Planet,Low,1,2021,Kepler-80,P
TOI-663 b,1.38,45.41,Proto Planet,Low,1,2016,TOI-663,P
Kepler-84 d,1.371,4.65,Dwarf Planet,Low,1,2022,Kepler-84,P
Kepler-800 b,1.37,53.88,Ice Giant,High,0,2021,Kepler-800,P
K2-334 b,1.364,89.94,Dwarf Planet,Low,1,2023,K2-334,P
Kepler-658 b,1.364,34.58,Proto Planet,Low,1,2018,Kepler-658,P
Kepler-813 b,1.361,79.26,Gas Giant,High,0,2022,Kepler-813,P
Kepler-855 b,1.36,109.44,Proto Planet,Low,1,2022,Kepler-855,P
WTS-1 b,1.36,70.94,Garden World,Medium,1,2016,WTS-1,P
Kepler-649 b,1.357,110.5,Chthonian Planet,Low,1,2018,Kepler-649,P
Kepler-643 b,1.35,22.68,Ice Giant,High,0,2018,Kepler-643,P
TOI-615 b,1.35,60.97,Dwarf Planet,Low,1,2016,TOI-615,P
WD 1856+534 b,1.35,23.15,Garden World,Medium,1,2016,WD 1856+534,P
bet Cnc b,1.35,2.48,Ice Giant,High,0,2016,bet Cnc,P
Kepler-679 b,1.348,90.34,Gas Giant,High,0,2018,Kepler-679,P
Kepler-832 b,1.345,14.51,Proto Planet,Low,1,2022,Kepler-832,P
Kepler-693 b,1.343,4.62,Garden World,Medium,1,2018,Kepler-693,P
Kepler-585 b,1.34,56.53,Dwarf Planet,Low,1,2017,Kepler-585,P
TOI-6008 b,1.34,29.56,Gas Giant,High,0,2016,TOI-6008,P
Kepler-671 b,1.332,14.72,Ice Giant,High,0,2018,Kepler-671,P
Kepler-812 b,1.332,18.96,Dwarf Planet,Low,1,2022,Kepler-812,P
GJ 806 b,1.331,98.25,Chthonian Planet,Low,1,2023,GJ 806,P
HIP 57274 d,1.33,6.64,Proto Planet,Low,1,2024,HIP 57274,P
Kepler-60 c,1.33,6.76,Ice Giant,High,0,2018,Kepler-60,P
Kepler-737 b,1.33,75.63,Gas Giant,High,0,2021,Kepler-737,P
Kepler-770 b,1.33,87.21,Proto Planet,Low,1,2020,Kepler-770,P
OGLE-2005-BLG-169L b,1.33,37.89,Proto Planet,Low,1,2023,OGLE-2005-BLG-169L,P
TOI-1136 b,1.33,113.09,Proto Planet,Low,1,2016,TOI-1136,P
V1298 Tau e,1.33,93.69,Ice Giant,High,0,2016,V1298 Tau,P
WASP-103 b,1.33,98.86,Ice Giant,High,0,2016,WASP-103,P
WASP-151 b,1.33,72.19,Gas Giant,High,0,2016,WASP-151,P
Wolf 503 b,1.33,42.66,Chthonian Planet,Low,1,2016,Wolf 503,P
GJ 3323 c,1.32,123.3,Dwarf Planet,Low,1,2017,GJ 3323,P
Kepler-80 c,1.32,81.32,Proto Planet,Low,1,2016,Kepler-80,P
Qatar-4 b,1.32,49.16,Gas Giant,High,0,2014,Qatar-4,P
TOI-969 b,1.32,106.47,Gas Giant,High,0,2016,TOI-969,P
USco CTIO 108 b,1.32,5.36,Dwarf Planet,Low,1,2016,USco CTIO 108,P
WASP-106 b,1.32,66.64,Ice Giant,High,0,2016,WASP-106,P
Kepler-815 b,1.313,109.97,Gas Giant,High,0,2022,Kepler-815,P
EPIC 205950854 c,1.31,55.02,Garden World,Medium,1,2019,K2-168,P
HIP 71135 b,1.31,28.39,Ice Giant,High,0,2021,HIP 71135,P
K2-282 b,1.31,100.83,Gas Giant,High,0,2015,K2-282,P
OGLE-TR-211 b,1.31,97.38,Ice Giant,High,0,2013,OGLE-TR-211,P
XO-2 S b,1.31,22.26,Dwarf Planet,Low,1,2016,XO-2,P
xi Aql b,1.31,54.26,Ice Giant,High,0,2016,xi Aql,P
Kepler-1026 b,1.3,93.37,Chthonian Planet,Low,1,2016,Kepler-1026,P
MOA-bin-1L b,1.3,95.79,Gas Giant,High,0,2016,MOA-bin-1L,P
TOI-561 b,1.3,33.4,Garden World,Medium,1,2016,TOI-561,P
XO-2 N b,1.3,114.59,Garden World,Medium,1,2016,XO-2,P
MOA-2009-BLG-387L b,1.29,58.05,Dwarf Planet,Low,1,2016,MOA-2009-BLG-387L,P
TIC 139270665 c,1.29,6.86,Garden World,Medium,1,2016,TIC 139270665,P
GJ 486 b,1.289,40.78,Gas Giant,High,0,2021,GJ 486,P
Kepler-853 b,1.283,121.09,Proto Planet,Low,1,2022,Kepler-853,P
K2-138 b,1.282,93.7,Chthonian Planet,Low,1,2020,K2-138,P
Kepler-694 b,1.281,116.37,Gas Giant,High,0,2018,Kepler-694,P
Kepler-610 b,1.28,88.19,Dwarf Planet,Low,1,2018,Kepler-610,P
SR 12 AB c,1.28,69.77,Chthonian Planet,Low,1,2016,SR 12,P
TOI-1194 b,1.28,78.21,Chthonian Planet,Low,1,2016,TOI-1194,P
TOI-669 b,1.28,97.98,Ice Giant,High,0,2016,TOI-669,P
Kepler-616 d,1.274,35.01,Gas Giant,High,0,2018,Kepler-616,P
Kepler-62 b,1.273,42.95,Ice Giant,High,0,2018,Kepler-62,P
Kepler-662 b,1.265,80.2,Garden World,Medium,1,2018,Kepler-662,P
GJ 3473 b,1.264,82.77,Dwarf Planet,Low,1,2020,GJ 3473,P
EPIC 212587672 b,1.26,49.09,Ice Giant,High,0,2019,EPIC 212587672,P
TOI-1136 c,1.26,59.35,Proto Planet,Low,1,2016,TOI-1136,P
TOI-784 b,1.26,79.66,Dwarf Planet,Low,1,2014,HD 307842,P
Kepler-582 b,1.25,73.86,Ice Giant,High,0,2017,Kepler-582,P
TAP 26 b,1.25,20.79,Chthonian Planet,Low,1,2014,TAP 26,P
TOI-1422 b,1.25,46.61,Dwarf Planet,Low,1,2016,TOI-1422,P
WASP-110 b,1.25,60.9,Dwarf Planet,Low,1,2016,WASP-110,P
MOA-2013-BLG-220L b,1.244,86.47,Garden World,Medium,1,2016,MOA-2013-BLG-220L,P
K2-338 b,1.24,34.45,Garden World,Medium,1,2022,K2-338,P
TOI-558 b,1.24,39.48,Dwarf Planet,Low,1,2016,TOI-558,P
Kepler-861 b,1.233,8.78,Gas Giant,High,0,2022,Kepler-861,P
GJ 3323 b,1.23,17.49,Proto Planet,Low,1,2017,GJ 3323,P
MOA-2020-BLG-135L b,1.23,48.98,Ice Giant,High,0,2016,MOA-2020-BLG-135L,P
TOI-1269 b,1.23,41.02,Ice Giant,High,0,2016,TOI-1269,P
TOI-5799 b,1.23,117.2,Chthonian Planet,Low,1,2016,TOI-5799,P
TOI-858 B b,1.23,14.14,Ice Giant,High,0,2016,TOI-858,P
EPIC 201615463 c,1.22,78.64,Proto Planet,Low,1,2019,K2-166,P
Kepler-79 b,1.22,91.01,Ice Giant,High,0,2021,Kepler-79,P
WASP-136 b,1.22,34.85,Gas Giant,High,0,2016,WASP-136,P
WASP-150 b,1.22,0.12,Garden World,Medium,1,2016,WASP-150,P
Kepler-862 b,1.219,40.8,Gas Giant,High,0,2022,Kepler-862,P
Kepler-776 b,1.212,86.96,Garden World,Medium,1,2019,Kepler-776,P
K2-24 c,1.21,1.11,Garden World,Medium,1,2019,K2-24,P
Kepler-689 b,1.21,31.63,Garden World,Medium,1,2018,Kepler-689,P
Kepler-750 b,1.21,94.02,Proto Planet,Low,1,2018,Kepler-750,P
OGLE-TR-182 b,1.21,36.62,Chthonian Planet,Low,1,2021,OGLE-TR-182,P
TOI-5542 b,1.21,39.91,Gas Giant,High,0,2016,TOI-5542,P
pi Men c,1.21,95.73,Ice Giant,High,0,2016,HD 39091,P
EPIC 206042996 c,1.2,93.95,Gas Giant,High,0,2021,EPIC 206042996,P
EPIC 212624936 b,1.2,87.94,Ice Giant,High,0,2021,EPIC 212624936,P
GJ 357 b,1.2,103.63,Chthonian Planet,Low,1,2019,GJ 357,P
Kepler-639 b,1.2,109.09,Proto Planet,Low,1,2018,Kepler-639,P
MOA-2016-BLG-319L b,1.2,111.15,Ice Giant,High,0,2016,MOA-2016-BLG-319L,P
GJ 1252 b,1.193,37.87,Proto Planet,Low,1,2020,GJ 1252,P
GJ 1132 b,1.192,59.21,Garden World,Medium,1,2015,GJ 1132,P
Kepler-830 b,1.191,117.18,Gas Giant,High,0,2022,Kepler-830,P
K2-266 b,1.19,115.21,Garden World,Medium,1,2018,K2-266,P
OGLE-TR-132 b,1.19,14.59,Garden World,Medium,1,2021,OGLE-TR-132,P
OGLE-TR-56 b,1.19,72.25,Ice Giant,High,0,2013,OGLE-TR-56,P
TOI-782 b,1.19,74.57,Dwarf Planet,Low,1,2016,TOI-782,P
WASP-133 b,1.19,102.68,Gas Giant,High,0,2016,WASP-133,P
kap And b,1.19,55.15,Gas Giant,High,0,2016,kap And,P
GJ 1061 c,1.18,2.22,Ice Giant,High,0,2020,GJ 1061,P
GJ 3138 b,1.18,99.18,Chthonian Planet,Low,1,2017,GJ 3138,P
Wendelstein-1 b,1.18,90.25,Dwarf Planet,Low,1,2016,Wendelstein-1,P
b Cen AB b,1.18,84.7,Chthonian Planet,Low,1,2016,b Cen,P
GJ 393 b,1.17,20.08,Proto Planet,Low,1,2021,GJ 393,P
GJ 581 e,1.17,74.75,Proto Planet,Low,1,2009,GJ 581,P
K2-266 c,1.17,83.6,Proto Planet,Low,1,2018,K2-266,P
TOI-1181 b,1.17,18.56,Gas Giant,High,0,2016,TOI-1181,P
Kepler-85 b,1.163,66.93,Ice Giant,High,0,2022,Kepler-85,P
GJ 1061 d,1.16,39.1,Garden World,Medium,1,2020,GJ 1061,P
Kepler-577 b,1.16,116.02,Ice Giant,High,0,2017,Kepler-577,P
MOA-2009-BLG-266L b,1.16,0.88,Gas Giant,High,0,2016,MOA-2009-BLG-266L,P
TOI-1052 b,1.154,8.75,Ice Giant,High,0,2014,TOI-1052,P
Kepler-636 b,1.15,55.87,Dwarf Planet,Low,1,2018,Kepler-636,P
WASP-114 b,1.15,71.45,Gas Giant,High,0,2016,WASP-114,P
WASP-97 b,1.15,3.1,Proto Planet,Low,1,2016,WASP-97,P
alf Tau b,1.14,63.14,Ice Giant,High,0,2016,alf Tau,P
K2-320 b,1.137,122.6,Ice Giant,High,0,2022,K2-320,P
GJ 9827 c,1.13,11.88,Chthonian Planet,Low,1,2017,GJ 9827,P
OGLE-2023-BLG-0836L b,1.13,60.61,Proto Planet,Low,1,2021,OGLE-2023-BLG-0836L,P
TOI-1451 b,1.12,81.17,Chthonian Planet,Low,1,2016,TOI-1451,P
TYC 1422-614-1 c,1.12,76.61,Ice Giant,High,0,2016,TYC 1422-614-1,P
rho CrB c,1.12,18.61,Ice Giant,High,0,2016,rho CrB,P
Kepler-648 b,1.11,24.3,Ice Giant,High,0,2016,Kepler-648,P
TOI-1467 b,1.11,51.65,Proto Planet,Low,1,2016,TOI-1467,P
TOI-6255 b,1.11,107.79,Gas Giant,High,0,2016,TOI-6255,P
WASP-96 b,1.11,44.89,Proto Planet,Low,1,2014,WASP-96,P
EPIC 228836835 b,1.1,98.93,Dwarf Planet,Low,1,2021,EPIC 228836835,P
GJ 1002 c,1.1,18.08,Chthonian Planet,Low,1,2022,GJ 1002,P
GJ 1061 b,1.1,11.64,Ice Giant,High,0,2020,GJ 1061,P
Kepler-608 b,1.1,22.61,Gas Giant,High,0,2018,Kepler-608,P
Kepler-633 b,1.1,60.7,Proto Planet,Low,1,2018,Kepler-633,P
Kepler-698 b,1.1,71.66,Garden World,Medium,1,2018,Kepler-698,P
Kepler-700 b,1.1,64.28,Proto Planet,Low,1,2018,Kepler-700,P
MOA-bin-29 b,1.1,11.49,Ice Giant,High,0,2016,MOA-bin-29,P
Kepler-65 b,1.093,59.03,Gas Giant,High,0,2018,Kepler-65,P
GJ 3929 b,1.09,61.4,Gas Giant,High,0,2022,GJ 3929,P
TOI-904 b,1.09,13.27,Proto Planet,Low,1,2014,TOI-904,P
TOI-969 c,1.09,6.96,Ice Giant,High,0,2016,TOI-969,P
MOA-2008-BLG-379L b,1.08,40.58,Gas Giant,High,0,2016,MOA-2008-BLG-379L,P
Kepler-83 d,1.076,31.31,Gas Giant,High,0,2022,Kepler-83,P
Kepler-827 b,1.075,102.32,Dwarf Planet,Low,1,2022,Kepler-827,P
K2-74 b,1.073,67.69,Chthonian Planet,Low,1,2023,K2-74,P
