Phylum,Planet Name,Biome
Nematoda,Kepler-1390 b,Temperate
Pteridophyta,Kepler-1391 b,Swamp
Pteridophyta,Kepler-1392 b,Desert
Bryophyta,Kepler-1393 b,Swamp
Annelida,Kepler-1394 b,Tropical
Platyhelminthes,Kepler-1395 b,Nemoral
Mollusca,Kepler-1396 b,Desert
Arthropoda,Kepler-1397 b,Desert
Bryophyta,Kepler-1398 b,Boreal
Platyhelminthes,Kepler-1398 c,Desert
Mollusca,Kepler-1399 b,Nemoral
Echinodermata,Kepler-14 b,Marshland
Porifera,Kepler-140 b,Scarlet
Porifera,Kepler-140 c,Alpine
Platyhelminthes,Kepler-1400 b,Tundra
Mollusca,Kepler-1401 b,Desert
Echinodermata,Kepler-1402 b,Tundra
Chordata,Kepler-1403 b,Marshland
Arthropoda,Kepler-1404 b,Tundra
Pteridophyta,Kepler-1405 b,Temperate
Porifera,Kepler-1406 b,Boreal
Angiospermae,Kepler-1407 b,Tundra
Arthropoda,Kepler-1408 b,Alpine
Pteridophyta,Kepler-1409 b,Marshland
Annelida,Kepler-141 b,Marshland
Cnidaria,Kepler-141 c,Scarlet
Mollusca,Kepler-1410 b,Desert
Cnidaria,Kepler-1411 b,Marshland
Bryophyta,Kepler-1412 b,Marshland
Annelida,Kepler-1413 b,Swamp
Pteridophyta,Kepler-1414 b,Desert
Arthropoda,Kepler-1415 b,Desert
Bryophyta,Kepler-1416 b,Tropical
Platyhelminthes,Kepler-1417 b,Tundra
Angiospermae,Kepler-1418 b,Temperate
Annelida,Kepler-1419 b,Tropical
Arthropoda,Kepler-142 b,Boreal
Platyhelminthes,Kepler-142 c,Marshland
Annelida,Kepler-142 d,Tundra
Annelida,Kepler-1420 b,Tropical
Cnidaria,Kepler-1421 b,Temperate
Pteridophyta,Kepler-1422 b,Boreal
Annelida,Kepler-1423 b,Temperate
Bryophyta,Kepler-1424 b,Nemoral
Porifera,Kepler-1425 b,Scarlet
Platyhelminthes,Kepler-1426 b,Boreal
Bryophyta,Kepler-1427 b,Desert
Platyhelminthes,Kepler-1428 b,Swamp
Annelida,Kepler-1429 b,Alpine
Echinodermata,Kepler-143 b,Tundra
Arthropoda,Kepler-143 c,Nemoral
Arthropoda,Kepler-1430 b,Desert
Arthropoda,Kepler-1431 b,Alpine
Pteridophyta,Kepler-1432 b,Marshland
Arthropoda,Kepler-1433 b,Scarlet
Echinodermata,Kepler-1434 b,Alpine
Arthropoda,Kepler-1435 b,Desert
Bryophyta,Kepler-1436 b,Marshland
Annelida,Kepler-1437 b,Marshland
Cnidaria,Kepler-1438 b,Alpine
Annelida,Kepler-1439 b,Tundra
Arthropoda,Kepler-144 b,Nemoral
Annelida,Kepler-144 c,Boreal
Cnidaria,Kepler-1440 b,Tundra
Angiospermae,Kepler-1441 b,Marshland
Angiospermae,Kepler-1442 b,Alpine
Nematoda,Kepler-1443 b,Alpine
Arthropoda,Kepler-1444 b,Desert
Angiospermae,Kepler-1445 b,Boreal
Arthropoda,Kepler-1446 b,Scarlet
Nematoda,Kepler-1447 b,Temperate
Platyhelminthes,Kepler-1448 b,Boreal
Pteridophyta,Kepler-1449 b,Nemoral
Echinodermata,Kepler-145 b,Nemoral
Bryophyta,Kepler-145 c,Boreal
Arthropoda,Kepler-1450 b,Swamp
Mollusca,Kepler-1451 b,Temperate
Annelida,Kepler-1452 b,Marshland
Platyhelminthes,Kepler-1453 b,Desert
Cnidaria,Kepler-1454 b,Temperate
Nematoda,Kepler-1455 b,Tropical
Bryophyta,Kepler-1456 b,Boreal
Echinodermata,Kepler-1457 b,Tundra
Platyhelminthes,Kepler-1458 b,Swamp
Angiospermae,Kepler-1459 b,Alpine
Pteridophyta,Kepler-146 b,Swamp
Platyhelminthes,Kepler-146 c,Scarlet
Echinodermata,Kepler-1460 b,Alpine
Chordata,Kepler-1461 b,Boreal
Arthropoda,Kepler-1462 b,Tropical
Mollusca,Kepler-1463 b,Swamp
Arthropoda,Kepler-1464 b,Marshland
Mollusca,Kepler-1464 c,Tundra
Nematoda,Kepler-1465 b,Tundra
Annelida,Kepler-1466 b,Marshland
Arthropoda,Kepler-1467 b,Desert
Pteridophyta,Kepler-1468 b,Tropical
Angiospermae,Kepler-1468 c,Scarlet
Chordata,Kepler-1468 d,Marshland
Annelida,Kepler-1469 b,Swamp
Mollusca,Kepler-147 b,Alpine
Pteridophyta,Kepler-147 c,Desert
Platyhelminthes,Kepler-1470 b,Scarlet
Mollusca,Kepler-1471 b,Boreal
Arthropoda,Kepler-1471 c,Nemoral
Echinodermata,Kepler-1472 b,Marshland
Mollusca,Kepler-1473 b,Alpine
Pteridophyta,Kepler-1474 b,Marshland
Angiospermae,Kepler-1475 b,Marshland
Cnidaria,Kepler-1476 b,Alpine
Echinodermata,Kepler-1477 b,Desert
Bryophyta,Kepler-1478 b,Scarlet
Nematoda,Kepler-1479 b,Desert
Chordata,Kepler-148 b,Swamp
Annelida,Kepler-148 c,Tundra
Platyhelminthes,Kepler-148 d,Tundra
Annelida,Kepler-1480 b,Swamp
Pteridophyta,Kepler-1481 b,Scarlet
Arthropoda,Kepler-1482 b,Alpine
Angiospermae,Kepler-1483 b,Scarlet
Echinodermata,Kepler-1484 b,Temperate
Pteridophyta,Kepler-1485 b,Nemoral
Chordata,Kepler-1486 b,Tropical
Mollusca,Kepler-1487 b,Marshland
Chordata,Kepler-1487 c,Tundra
Chordata,Kepler-1488 b,Alpine
Pteridophyta,Kepler-1488 c,Boreal
Platyhelminthes,Kepler-1489 b,Desert
Platyhelminthes,Kepler-1489 c,Tundra
Chordata,Kepler-149 b,Marshland
Cnidaria,Kepler-149 c,Boreal
Arthropoda,Kepler-149 d,Tundra
Nematoda,Kepler-1490 b,Scarlet
Bryophyta,Kepler-1491 b,Swamp
Arthropoda,Kepler-1491 c,Alpine
Annelida,Kepler-1492 b,Swamp
Pteridophyta,Kepler-1493 b,Boreal
Platyhelminthes,Kepler-1494 b,Temperate
Echinodermata,Kepler-1495 b,Marshland
Chordata,Kepler-1496 b,Boreal
Platyhelminthes,Kepler-1497 b,Boreal
Mollusca,Kepler-1498 b,Marshland
Pteridophyta,Kepler-1499 b,Scarlet
Echinodermata,Kepler-15 b,Alpine
Cnidaria,Kepler-150 b,Tropical
Echinodermata,Kepler-150 c,Boreal
Pteridophyta,Kepler-150 d,Tropical
Arthropoda,Kepler-150 e,Desert
Echinodermata,Kepler-150 f,Temperate
Mollusca,Kepler-1500 b,Scarlet
Nematoda,Kepler-1501 b,Marshland
Arthropoda,Kepler-1502 b,Scarlet
Pteridophyta,Kepler-1503 b,Tropical
Mollusca,Kepler-1504 b,Desert
Mollusca,Kepler-1505 b,Alpine
Angiospermae,Kepler-1506 b,Temperate
Chordata,Kepler-1507 b,Swamp
Annelida,Kepler-1508 b,Temperate
Angiospermae,Kepler-1509 b,Tundra
Cnidaria,Kepler-151 b,Marshland
Platyhelminthes,Kepler-151 c,Desert
Annelida,Kepler-1510 b,Scarlet
Chordata,Kepler-1511 b,Alpine
Echinodermata,Kepler-1512 b,Nemoral
Platyhelminthes,Kepler-1513 b,Nemoral
Pteridophyta,Kepler-1513 c,Tundra
Pteridophyta,Kepler-1514 b,Boreal
Platyhelminthes,Kepler-1514 c,Boreal
Chordata,Kepler-1515 b,Tundra
Pteridophyta,Kepler-1516 b,Marshland
Annelida,Kepler-1517 b,Swamp
Chordata,Kepler-1518 b,Boreal
Cnidaria,Kepler-1518 c,Scarlet
Cnidaria,Kepler-1519 b,Marshland
Cnidaria,Kepler-152 b,Marshland
Porifera,Kepler-152 c,Tundra
Pteridophyta,Kepler-1520 b,Marshland
Arthropoda,Kepler-1521 b,Scarlet
Chordata,Kepler-1522 b,Swamp
Arthropoda,Kepler-1523 b,Desert
Platyhelminthes,Kepler-1524 b,Marshland
Bryophyta,Kepler-1525 b,Swamp
Arthropoda,Kepler-1526 b,Boreal
Arthropoda,Kepler-1527 b,Desert
Nematoda,Kepler-1528 b,Desert
Platyhelminthes,Kepler-1529 b,Temperate
Annelida,Kepler-153 b,Alpine
Arthropoda,Kepler-153 c,Swamp
Platyhelminthes,Kepler-1530 b,Tundra
Porifera,Kepler-1530 c,Marshland
Arthropoda,Kepler-1530 d,Boreal
Echinodermata,Kepler-1531 b,Scarlet
Bryophyta,Kepler-1532 b,Scarlet
Echinodermata,Kepler-1533 b,Tropical
Porifera,Kepler-1534 b,Scarlet
Arthropoda,Kepler-1535 b,Desert
Angiospermae,Kepler-1536 b,Scarlet
Nematoda,Kepler-1537 b,Scarlet
Arthropoda,Kepler-1538 b,Tropical
Platyhelminthes,Kepler-1539 b,Boreal
Mollusca,Kepler-154 b,Tropical
Annelida,Kepler-154 c,Tropical
Arthropoda,Kepler-154 d,Tropical
Annelida,Kepler-154 e,Desert
Mollusca,Kepler-154 f,Marshland
Pteridophyta,Kepler-1540 b,Boreal
Bryophyta,Kepler-1541 b,Desert
Mollusca,Kepler-1542 b,Nemoral
Echinodermata,Kepler-1542 c,Alpine
Platyhelminthes,Kepler-1542 d,Scarlet
Nematoda,Kepler-1542 e,Nemoral
Nematoda,Kepler-1543 b,Alpine
Nematoda,Kepler-1544 b,Temperate
Echinodermata,Kepler-1545 b,Nemoral
Pteridophyta,Kepler-1546 b,Tropical
Cnidaria,Kepler-1547 b,Tundra
Pteridophyta,Kepler-1548 b,Temperate
Cnidaria,Kepler-1549 b,Tropical
Chordata,Kepler-155 b,Temperate
Platyhelminthes,Kepler-155 c,Swamp
Mollusca,Kepler-1550 b,Nemoral
Chordata,Kepler-1551 b,Desert
Cnidaria,Kepler-1552 b,Marshland
Echinodermata,Kepler-1553 b,Swamp
Angiospermae,Kepler-1554 b,Alpine
Arthropoda,Kepler-1555 b,Marshland
Nematoda,Kepler-1556 b,Desert
Porifera,Kepler-1557 b,Boreal
Annelida,Kepler-1558 b,Alpine
Platyhelminthes,Kepler-1559 b,Alpine
Bryophyta,Kepler-156 b,Scarlet
Arthropoda,Kepler-156 c,Scarlet
Platyhelminthes,Kepler-1560 b,Temperate
Cnidaria,Kepler-1561 b,Nemoral
Cnidaria,Kepler-1562 b,Desert
Angiospermae,Kepler-1563 b,Swamp
Annelida,Kepler-1564 b,Marshland
Bryophyta,Kepler-1565 b,Boreal
Cnidaria,Kepler-1566 b,Alpine
Bryophyta,Kepler-1567 b,Marshland
Bryophyta,Kepler-1568 b,Boreal
Pteridophyta,Kepler-1569 b,Tropical
Arthropoda,Kepler-157 b,Boreal
Pteridophyta,Kepler-157 c,Desert
Pteridophyta,Kepler-157 d,Nemoral
Porifera,Kepler-1570 b,Alpine
Chordata,Kepler-1571 b,Nemoral
Annelida,Kepler-1572 b,Desert
Bryophyta,Kepler-1573 b,Boreal
Cnidaria,Kepler-1574 b,Tundra
Platyhelminthes,Kepler-1575 b,Temperate
Porifera,Kepler-1576 b,Swamp
Mollusca,Kepler-1577 b,Tundra
Echinodermata,Kepler-1578 b,Scarlet
Porifera,Kepler-1579 b,Temperate
Cnidaria,Kepler-158 b,Nemoral
Pteridophyta,Kepler-158 c,Swamp
Annelida,Kepler-158 d,Boreal
Angiospermae,Kepler-1580 b,Desert
Mollusca,Kepler-1581 b,Nemoral
Nematoda,Kepler-1582 b,Tundra
Mollusca,Kepler-1583 b,Nemoral
Pteridophyta,Kepler-1584 b,Scarlet
Angiospermae,Kepler-1585 b,Temperate
Pteridophyta,Kepler-1586 b,Desert
Pteridophyta,Kepler-1587 b,Tropical
Echinodermata,Kepler-1588 b,Alpine
Echinodermata,Kepler-1589 b,Scarlet
Platyhelminthes,Kepler-159 b,Boreal
Pteridophyta,Kepler-159 c,Scarlet
Pteridophyta,Kepler-1590 b,Tropical
Annelida,Kepler-1591 b,Marshland
Arthropoda,Kepler-1592 b,Desert
Angiospermae,Kepler-1593 b,Scarlet
Mollusca,Kepler-1594 b,Alpine
Arthropoda,Kepler-1595 b,Tropical
Chordata,Kepler-1596 b,Tropical
Chordata,Kepler-1597 b,Swamp
Cnidaria,Kepler-1598 b,Tropical
Angiospermae,Kepler-1599 b,Scarlet
Mollusca,Kepler-16 b,Desert
Porifera,Kepler-160 b,Tropical
Echinodermata,Kepler-160 c,Desert
Pteridophyta,Kepler-160 d,Desert
Cnidaria,Kepler-1600 b,Tundra
Nematoda,Kepler-1600 c,Scarlet
Chordata,Kepler-1601 b,Alpine
Arthropoda,Kepler-1602 b,Alpine
Mollusca,Kepler-1603 b,Temperate
Mollusca,Kepler-1604 b,Marshland
Annelida,Kepler-1605 b,Alpine
Bryophyta,Kepler-1606 b,Marshland
Arthropoda,Kepler-1607 b,Desert
Platyhelminthes,Kepler-1608 b,Tundra
Platyhelminthes,Kepler-1609 b,Alpine
Mollusca,Kepler-161 b,Tropical
Nematoda,Kepler-161 c,Swamp
Mollusca,Kepler-1610 b,Tundra
Angiospermae,Kepler-1610 c,Tropical
Cnidaria,Kepler-1611 b,Boreal
Nematoda,Kepler-1612 b,Boreal
Annelida,Kepler-1613 b,Tropical
Bryophyta,Kepler-1614 b,Scarlet
Mollusca,Kepler-1615 b,Boreal
Pteridophyta,Kepler-1616 b,Tropical
Chordata,Kepler-1617 b,Desert
Bryophyta,Kepler-1618 b,Boreal
Mollusca,Kepler-1619 b,Tundra
Echinodermata,Kepler-162 b,Swamp
Bryophyta,Kepler-162 c,Alpine
Mollusca,Kepler-1620 b,Scarlet
Annelida,Kepler-1621 b,Nemoral
Arthropoda,Kepler-1622 b,Nemoral
Mollusca,Kepler-1623 b,Scarlet
Angiospermae,Kepler-1624 b,Scarlet
Nematoda,Kepler-1625 b,Desert
Cnidaria,Kepler-1626 b,Nemoral
Arthropoda,Kepler-1627 b,Scarlet
Cnidaria,Kepler-1628 b,Swamp
Cnidaria,Kepler-1629 b,Scarlet
Arthropoda,Kepler-163 b,Scarlet
Arthropoda,Kepler-163 c,Swamp
Angiospermae,Kepler-1630 b,Tundra
Angiospermae,Kepler-1631 b,Swamp
Cnidaria,Kepler-1632 b,Tropical
Echinodermata,Kepler-1633 b,Temperate
Bryophyta,Kepler-1634 b,Scarlet
Annelida,Kepler-1635 b,Scarlet
Nematoda,Kepler-1636 b,Scarlet
Pteridophyta,Kepler-1637 b,Scarlet
Nematoda,Kepler-1638 b,Desert
Porifera,Kepler-1639 b,Scarlet
Pteridophyta,Kepler-164 b,Temperate
Cnidaria,Kepler-164 c,Swamp
Chordata,Kepler-164 d,Tropical
Nematoda,Kepler-164 e,Desert
Mollusca,Kepler-1640 b,Boreal
Bryophyta,Kepler-1641 b,Desert
Angiospermae,Kepler-1641 c,Tundra
Platyhelminthes,Kepler-1642 b,Desert
Echinodermata,Kepler-1642 c,Tundra
Echinodermata,Kepler-1643 b,Scarlet
Chordata,Kepler-1644 b,Tropical
Bryophyta,Kepler-1645 b,Tropical
Annelida,Kepler-1646 b,Marshland
Annelida,Kepler-1647 b,Marshland
Mollusca,Kepler-1649 b,Boreal
Arthropoda,Kepler-1649 c,Marshland
Cnidaria,Kepler-165 b,Boreal
Pteridophyta,Kepler-165 c,Scarlet
Annelida,Kepler-1650 b,Tundra
Echinodermata,Kepler-1651 b,Swamp
Arthropoda,Kepler-1652 b,Scarlet
Echinodermata,Kepler-1653 b,Alpine
Annelida,Kepler-1654 b,Scarlet
Platyhelminthes,Kepler-1655 b,Alpine
Arthropoda,Kepler-1656 b,Tundra
Nematoda,Kepler-1656 c,Temperate
Mollusca,Kepler-1658 b,Scarlet
Pteridophyta,Kepler-166 b,Scarlet
Pteridophyta,Kepler-166 c,Tundra
Annelida,Kepler-166 d,Desert
Annelida,Kepler-1660 AB b,Alpine
Platyhelminthes,Kepler-1661 b,Scarlet
Platyhelminthes,Kepler-1663 b,Tundra
Mollusca,Kepler-1664 b,Tropical
Mollusca,Kepler-1665 b,Desert
Arthropoda,Kepler-1666 b,Swamp
Platyhelminthes,Kepler-1666 c,Boreal
Cnidaria,Kepler-1667 b,Alpine
Nematoda,Kepler-1668 b,Alpine
Chordata,Kepler-1669 b,Tropical
Cnidaria,Kepler-1669 c,Tundra
Platyhelminthes,Kepler-1669 d,Boreal
Nematoda,Kepler-167 b,Scarlet
Nematoda,Kepler-167 c,Tropical
Cnidaria,Kepler-167 d,Swamp
Arthropoda,Kepler-167 e,Alpine
Platyhelminthes,Kepler-1670 b,Swamp
Angiospermae,Kepler-1671 b,Swamp
Bryophyta,Kepler-1672 b,Swamp
Bryophyta,Kepler-1673 b,Swamp
Chordata,Kepler-1674 b,Scarlet
Mollusca,Kepler-1675 b,Tropical
Pteridophyta,Kepler-1676 b,Boreal
Arthropoda,Kepler-1677 b,Marshland
Angiospermae,Kepler-1678 b,Scarlet
Platyhelminthes,Kepler-1679 b,Tundra
Arthropoda,Kepler-168 b,Alpine
Pteridophyta,Kepler-168 c,Tundra
Bryophyta,Kepler-1680 b,Scarlet
Platyhelminthes,Kepler-1681 b,Boreal
Platyhelminthes,Kepler-1682 b,Marshland
Echinodermata,Kepler-1683 b,Tundra
Arthropoda,Kepler-1684 b,Alpine
Porifera,Kepler-1685 b,Scarlet
Angiospermae,Kepler-1686 b,Marshland
Platyhelminthes,Kepler-1687 b,Nemoral
Annelida,Kepler-1688 b,Desert
Echinodermata,Kepler-1689 b,Scarlet
Cnidaria,Kepler-169 b,Alpine
Porifera,Kepler-169 c,Temperate
Pteridophyta,Kepler-169 d,Temperate
Pteridophyta,Kepler-169 e,Tundra
Nematoda,Kepler-169 f,Scarlet
Porifera,Kepler-1690 b,Tropical
Bryophyta,Kepler-1691 b,Swamp
Mollusca,Kepler-1692 b,Tundra
Porifera,Kepler-1693 b,Tundra
Mollusca,Kepler-1693 c,Scarlet
Annelida,Kepler-1694 b,Swamp
Angiospermae,Kepler-1695 b,Tundra
Pteridophyta,Kepler-1696 b,Alpine
Bryophyta,Kepler-1697 b,Scarlet
Bryophyta,Kepler-1698 b,Tropical
Bryophyta,Kepler-1699 b,Temperate
Chordata,Kepler-17 b,Boreal
Echinodermata,Kepler-170 b,Desert
Arthropoda,Kepler-170 c,Boreal
Bryophyta,Kepler-1700 b,Swamp
Platyhelminthes,Kepler-1701 b,Alpine
Echinodermata,Kepler-1702 b,Tundra
Angiospermae,Kepler-1704 b,Temperate
Arthropoda,Kepler-1705 b,Marshland
Annelida,Kepler-1705 c,Nemoral
Porifera,Kepler-1708 b,Marshland
Angiospermae,Kepler-1709 b,Scarlet
Bryophyta,Kepler-171 b,Tropical
Pteridophyta,Kepler-171 c,Marshland
Echinodermata,Kepler-171 d,Scarlet
Cnidaria,Kepler-1710 b,Swamp
Cnidaria,Kepler-1711 b,Nemoral
Annelida,Kepler-1712 b,Tropical
Porifera,Kepler-1713 b,Temperate
Mollusca,Kepler-1714 b,Swamp
Cnidaria,Kepler-1715 b,Swamp
Cnidaria,Kepler-1716 b,Marshland
Nematoda,Kepler-1717 b,Marshland
Nematoda,Kepler-1718 b,Tundra
Arthropoda,Kepler-1719 b,Desert
Chordata,Kepler-172 b,Marshland
Mollusca,Kepler-172 c,Tropical
Annelida,Kepler-172 d,Tropical
Echinodermata,Kepler-172 e,Desert
Arthropoda,Kepler-1720 b,Alpine
Annelida,Kepler-1721 b,Tundra
Cnidaria,Kepler-1722 b,Swamp
Pteridophyta,Kepler-1723 b,Alpine
Echinodermata,Kepler-1724 b,Scarlet
Chordata,Kepler-1725 b,Alpine
Mollusca,Kepler-1726 b,Desert
Chordata,Kepler-1727 b,Boreal
Platyhelminthes,Kepler-1728 b,Alpine
Nematoda,Kepler-1729 b,Alpine
Pteridophyta,Kepler-173 b,Desert
Echinodermata,Kepler-173 c,Temperate
Pteridophyta,Kepler-1730 b,Temperate
Nematoda,Kepler-1731 b,Tropical
Mollusca,Kepler-1732 b,Desert
Platyhelminthes,Kepler-1733 b,Swamp
Cnidaria,Kepler-1734 b,Desert
Annelida,Kepler-1735 b,Tropical
Pteridophyta,Kepler-1736 b,Boreal
Arthropoda,Kepler-1737 b,Swamp
Nematoda,Kepler-1738 b,Alpine
Platyhelminthes,Kepler-1739 b,Swamp
Chordata,Kepler-174 b,Alpine
Cnidaria,Kepler-174 c,Desert
Cnidaria,Kepler-174 d,Tundra
Cnidaria,Kepler-1740 b,Alpine
Mollusca,Kepler-1741 b,Marshland
Chordata,Kepler-1742 b,Nemoral
Annelida,Kepler-1743 b,Tropical
Platyhelminthes,Kepler-1744 b,Tropical
Cnidaria,Kepler-1745 b,Scarlet
Echinodermata,Kepler-1746 b,Tropical
Angiospermae,Kepler-1747 b,Swamp
Platyhelminthes,Kepler-1748 b,Temperate
Nematoda,Kepler-1749 b,Alpine
Echinodermata,Kepler-175 b,Tundra
Angiospermae,Kepler-175 c,Tropical
Annelida,Kepler-1750 b,Swamp
Angiospermae,Kepler-1751 b,Desert
Arthropoda,Kepler-1752 b,Marshland
Angiospermae,Kepler-1753 b,Tundra
Chordata,Kepler-1754 b,Boreal
Chordata,Kepler-1755 b,Desert
Arthropoda,Kepler-1756 b,Marshland
Arthropoda,Kepler-1757 b,Nemoral
Porifera,Kepler-1758 b,Tropical
Pteridophyta,Kepler-1759 b,Tundra
Pteridophyta,Kepler-176 b,Scarlet
Arthropoda,Kepler-176 c,Scarlet
Platyhelminthes,Kepler-176 d,Boreal
Annelida,Kepler-176 e,Marshland
Cnidaria,Kepler-1760 b,Scarlet
Pteridophyta,Kepler-1761 b,Boreal
Annelida,Kepler-1762 b,Alpine
Pteridophyta,Kepler-1763 b,Boreal
Pteridophyta,Kepler-1764 b,Alpine
Mollusca,Kepler-1765 b,Alpine
Angiospermae,Kepler-1766 b,Swamp
Bryophyta,Kepler-1767 b,Boreal
Echinodermata,Kepler-1768 b,Swamp
Platyhelminthes,Kepler-1769 b,Scarlet
Bryophyta,Kepler-177 b,Desert
Bryophyta,Kepler-177 c,Alpine
Echinodermata,Kepler-1770 b,Scarlet
Annelida,Kepler-1771 b,Swamp
Annelida,Kepler-1772 b,Temperate
Annelida,Kepler-1773 b,Tundra
Arthropoda,Kepler-1774 b,Swamp
Porifera,Kepler-1775 b,Swamp
Echinodermata,Kepler-1776 b,Tundra
Arthropoda,Kepler-1777 b,Desert
Arthropoda,Kepler-1778 b,Desert
Pteridophyta,Kepler-1779 b,Tropical
Mollusca,Kepler-178 b,Tropical
Cnidaria,Kepler-178 c,Desert
Arthropoda,Kepler-178 d,Tropical
Chordata,Kepler-1780 b,Tropical
Arthropoda,Kepler-1781 b,Desert
Chordata,Kepler-1782 b,Tropical
Bryophyta,Kepler-1783 b,Swamp
Cnidaria,Kepler-1784 b,Temperate
Platyhelminthes,Kepler-1785 b,Swamp
Platyhelminthes,Kepler-1786 b,Boreal
Arthropoda,Kepler-1787 b,Alpine
Mollusca,Kepler-1788 b,Tundra
Arthropoda,Kepler-1789 b,Marshland
Bryophyta,Kepler-179 b,Tundra
Pteridophyta,Kepler-179 c,Scarlet
Bryophyta,Kepler-1790 b,Swamp
Echinodermata,Kepler-1791 b,Marshland
Chordata,Kepler-1792 b,Swamp
Chordata,Kepler-1793 b,Swamp
Bryophyta,Kepler-1794 b,Marshland
Chordata,Kepler-1795 b,Alpine
Cnidaria,Kepler-1796 b,Tundra
Arthropoda,Kepler-1797 b,Tundra
Nematoda,Kepler-1798 b,Boreal
Annelida,Kepler-1799 b,Desert
Chordata,Kepler-18 b,Boreal
Mollusca,Kepler-18 c,Desert
Annelida,Kepler-18 d,Scarlet
Mollusca,Kepler-180 b,Boreal
Cnidaria,Kepler-180 c,Swamp
Nematoda,Kepler-1800 b,Temperate
Echinodermata,Kepler-1801 b,Boreal
Pteridophyta,Kepler-1801 c,Tundra
Chordata,Kepler-1802 b,Nemoral
Chordata,Kepler-1802 c,Swamp
Cnidaria,Kepler-1804 b,Desert
Annelida,Kepler-1805 b,Boreal
Bryophyta,Kepler-1806 b,Desert
Arthropoda,Kepler-1807 b,Tropical
Annelida,Kepler-1808 b,Swamp
Annelida,Kepler-1809 b,Boreal
Chordata,Kepler-181 b,Scarlet
Annelida,Kepler-181 c,Temperate
Chordata,Kepler-1810 b,Marshland
Porifera,Kepler-1811 b,Scarlet
Mollusca,Kepler-1812 b,Tropical
Echinodermata,Kepler-1813 b,Alpine
Angiospermae,Kepler-1814 b,Swamp
Porifera,Kepler-1814 c,Desert
Echinodermata,Kepler-1815 b,Temperate
Annelida,Kepler-1816 b,Swamp
Chordata,Kepler-1817 b,Boreal
Cnidaria,Kepler-1818 b,Tropical
Platyhelminthes,Kepler-1819 b,Scarlet
Bryophyta,Kepler-182 b,Desert
Chordata,Kepler-182 c,Scarlet
Pteridophyta,Kepler-1820 b,Desert
Echinodermata,Kepler-1821 b,Desert
Platyhelminthes,Kepler-1822 b,Boreal
Chordata,Kepler-1823 b,Scarlet
Porifera,Kepler-1824 b,Swamp
Mollusca,Kepler-1825 b,Tropical
Platyhelminthes,Kepler-1826 b,Tundra
Arthropoda,Kepler-1827 b,Swamp
Pteridophyta,Kepler-1828 b,Scarlet
Arthropoda,Kepler-1829 b,Scarlet
Echinodermata,Kepler-183 b,Marshland
Arthropoda,Kepler-183 c,Scarlet
Annelida,Kepler-1830 b,Swamp
Pteridophyta,Kepler-1831 b,Boreal
Arthropoda,Kepler-1832 b,Tundra
Cnidaria,Kepler-1833 b,Swamp
Nematoda,Kepler-1834 b,Desert
Annelida,Kepler-1834 c,Temperate
Mollusca,Kepler-1835 b,Tundra
Mollusca,Kepler-1836 b,Tropical
Nematoda,Kepler-1837 b,Boreal
Bryophyta,Kepler-1838 b,Scarlet
Nematoda,Kepler-1839 b,Boreal
Pteridophyta,Kepler-184 b,Marshland
Annelida,Kepler-184 c,Tropical
Arthropoda,Kepler-184 d,Scarlet
Annelida,Kepler-1840 b,Alpine
Arthropoda,Kepler-1841 b,Scarlet
Platyhelminthes,Kepler-1842 b,Marshland
Echinodermata,Kepler-1843 b,Alpine
Pteridophyta,Kepler-1844 b,Scarlet
Chordata,Kepler-1845 b,Temperate
Chordata,Kepler-1846 b,Alpine
Angiospermae,Kepler-1847 b,Tropical
Echinodermata,Kepler-1848 b,Scarlet
Mollusca,Kepler-1849 b,Tundra
Porifera,Kepler-185 b,Boreal
Platyhelminthes,Kepler-185 c,Swamp
Porifera,Kepler-1850 b,Tropical
Bryophyta,Kepler-1851 b,Swamp
Bryophyta,Kepler-1852 b,Tropical
Pteridophyta,Kepler-1853 b,Scarlet
Angiospermae,Kepler-1854 b,Tropical
Echinodermata,Kepler-1855 b,Swamp
Annelida,Kepler-1856 b,Marshland
Chordata,Kepler-1857 b,Tundra
Pteridophyta,Kepler-1858 b,Tropical
Chordata,Kepler-1859 b,Temperate
Platyhelminthes,Kepler-1859 c,Nemoral
Chordata,Kepler-186 b,Boreal
Pteridophyta,Kepler-186 c,Swamp
Nematoda,Kepler-186 d,Tundra
Echinodermata,Kepler-186 e,Desert
Chordata,Kepler-186 f,Tundra
Bryophyta,Kepler-1860 b,Boreal
Cnidaria,Kepler-1861 b,Boreal
Arthropoda,Kepler-1862 b,Boreal
Platyhelminthes,Kepler-1863 b,Tundra
Arthropoda,Kepler-1864 b,Swamp
Mollusca,Kepler-1865 b,Scarlet
Echinodermata,Kepler-1866 b,Desert
Mollusca,Kepler-1867 b,Tropical
Arthropoda,Kepler-1868 b,Tropical
Chordata,Kepler-1869 b,Swamp
Cnidaria,Kepler-1869 c,Swamp
Mollusca,Kepler-187 b,Boreal
Pteridophyta,Kepler-187 c,Boreal
Arthropoda,Kepler-1870 b,Tropical
Echinodermata,Kepler-1871 b,Swamp
Chordata,Kepler-1872 b,Boreal
Pteridophyta,Kepler-1873 b,Marshland
Nematoda,Kepler-1874 b,Desert
Bryophyta,Kepler-1875 b,Desert
Echinodermata,Kepler-1876 b,Marshland
Mollusca,Kepler-1877 b,Marshland
