Star Name,Spectral Type,Stellar Radius [Solar Radius],Element Composition,Discovery Year,Host Name
Kepler-270,,1.46,Hydrogen,2014,Kepler-270
Kepler-270,,1.46,Hydrogen,2014,Kepler-270
Kepler-271,,0.87,Hydrogen,2014,Kepler-271
Kepler-271,,0.87,Hydrogen,2014,Kepler-271
Kepler-271,,0.87,Hydrogen,2014,Kepler-271
Kepler-272,,0.93,Hydrogen,2014,Kepler-272
Kepler-272,,0.93,Hydrogen,2014,Kepler-272
Kepler-272,,0.93,Hydrogen,2014,Kepler-272
Kepler-273,,0.82,Hydrogen,2014,Kepler-273
Kepler-273,,0.82,Hydrogen,2014,Kepler-273
Kepler-274,,1.01,Hydrogen,2014,Kepler-274
Kepler-274,,1.01,Hydrogen,2014,Kepler-274
Kepler-275,,1.38,Hydrogen,2014,Kepler-275
Kepler-275,,1.38,Hydrogen,2014,Kepler-275
Kepler-275,,1.38,Hydrogen,2014,Kepler-275
Kepler-276,,1.05,Hydrogen,2014,Kepler-276
Kepler-276,,1.03,Hydrogen,2014,Kepler-276
Kepler-276,,1.03,Hydrogen,2014,Kepler-276
Kepler-277,,1.69,Hydrogen,2013,Kepler-277
Kepler-277,,1.69,Hydrogen,2013,Kepler-277
Kepler-278,,2.94,Hydrogen,2014,Kepler-278
Kepler-278,,2.94,Hydrogen,2014,Kepler-278
Kepler-279,,1.75,Hydrogen,2014,Kepler-279
Kepler-279,,1.07,Hydrogen,2014,Kepler-279
Kepler-279,,1.07,Hydrogen,2014,Kepler-279
Kepler-28,M0 V,0.66,Hydrogen,2011,Kepler-28
Kepler-28,M0 V,0.66,Hydrogen,2011,Kepler-28
Kepler-280,,0.89,Hydrogen,2014,Kepler-280
Kepler-280,,0.89,Hydrogen,2014,Kepler-280
Kepler-281,,0.9,Hydrogen,2014,Kepler-281
Kepler-281,,0.9,Hydrogen,2014,Kepler-281
Kepler-281,,0.88,Hydrogen,2014,Kepler-281
Kepler-282,,0.9,Hydrogen,2014,Kepler-282
Kepler-282,,0.9,Hydrogen,2014,Kepler-282
Kepler-282,,0.89,Hydrogen,2014,Kepler-282
Kepler-282,,0.89,Hydrogen,2014,Kepler-282
Kepler-283,,0.57,Hydrogen,2014,Kepler-283
Kepler-283,,0.57,Hydrogen,2014,Kepler-283
Kepler-284,,0.81,Hydrogen,2014,Kepler-284
Kepler-284,,0.81,Hydrogen,2014,Kepler-284
Kepler-285,,0.81,Hydrogen,2014,Kepler-285
Kepler-285,,0.81,Hydrogen,2014,Kepler-285
Kepler-286,,0.86,Hydrogen,2014,Kepler-286
Kepler-286,,0.86,Hydrogen,2014,Kepler-286
Kepler-286,,0.86,Hydrogen,2014,Kepler-286
Kepler-286,,0.86,Hydrogen,2014,Kepler-286
Kepler-287,K7 V,1.03,Hydrogen,2014,Kepler-287
Kepler-287,K7 V,1.03,Hydrogen,2014,Kepler-287
Kepler-288,,1.09,Hydrogen,2014,Kepler-288
Kepler-288,,1.09,Hydrogen,2014,Kepler-288
Kepler-288,,1.09,Hydrogen,2014,Kepler-288
Kepler-289,,1,Hydrogen,2014,Kepler-289
Kepler-289,,1,Hydrogen,2014,Kepler-289
Kepler-289,,1,Hydrogen,2014,Kepler-289
Kepler-29,,0.73,Hydrogen,2011,Kepler-29
Kepler-29,,0.73,Hydrogen,2011,Kepler-29
Kepler-290,,0.74,Hydrogen,2014,Kepler-290
Kepler-290,,0.74,Hydrogen,2014,Kepler-290
Kepler-290,,0.76,Hydrogen,2014,Kepler-290
Kepler-291,,1.02,Hydrogen,2014,Kepler-291
Kepler-291,,1.02,Hydrogen,2014,Kepler-291
Kepler-292,,0.83,Hydrogen,2014,Kepler-292
Kepler-292,,0.83,Hydrogen,2014,Kepler-292
Kepler-292,,0.83,Hydrogen,2014,Kepler-292
Kepler-292,,0.83,Hydrogen,2014,Kepler-292
Kepler-292,,0.83,Hydrogen,2014,Kepler-292
Kepler-293,,0.96,Hydrogen,2014,Kepler-293
Kepler-293,,0.96,Hydrogen,2014,Kepler-293
Kepler-294,,0.98,Hydrogen,2014,Kepler-294
Kepler-294,,0.98,Hydrogen,2014,Kepler-294
Kepler-295,,0.9,Hydrogen,2014,Kepler-295
Kepler-295,,0.9,Hydrogen,2014,Kepler-295
Kepler-295,,0.9,Hydrogen,2014,Kepler-295
Kepler-296,M2 V,0.48,Hydrogen,2014,Kepler-296
Kepler-296,M2 V,0.48,Hydrogen,2014,Kepler-296
Kepler-296,M2 V,0.48,Hydrogen,2014,Kepler-296
Kepler-296,M2 V,0.48,Hydrogen,2014,Kepler-296
Kepler-296,M2 V,0.48,Hydrogen,2014,Kepler-296
Kepler-297,,0.92,Hydrogen,2014,Kepler-297
Kepler-297,,0.92,Hydrogen,2014,Kepler-297
Kepler-297,,0.9,Hydrogen,2014,Kepler-297
Kepler-298,,0.58,Hydrogen,2014,Kepler-298
Kepler-298,,0.58,Hydrogen,2014,Kepler-298
Kepler-298,,0.58,Hydrogen,2014,Kepler-298
Kepler-299,,1.03,Hydrogen,2014,Kepler-299
Kepler-299,,1.03,Hydrogen,2014,Kepler-299
Kepler-299,,1.03,Hydrogen,2014,Kepler-299
Kepler-299,,1.03,Hydrogen,2014,Kepler-299
Kepler-30,,0.95,Hydrogen,2012,Kepler-30
Kepler-30,,0.95,Hydrogen,2012,Kepler-30
Kepler-30,,0.95,Hydrogen,2012,Kepler-30
Kepler-300,,0.9,Hydrogen,2014,Kepler-300
Kepler-300,,0.9,Hydrogen,2014,Kepler-300
Kepler-301,,0.9,Hydrogen,2014,Kepler-301
Kepler-301,,0.9,Hydrogen,2014,Kepler-301
Kepler-301,,0.9,Hydrogen,2014,Kepler-301
Kepler-302,,1.22,Hydrogen,2014,Kepler-302
Kepler-302,,1.22,Hydrogen,2014,Kepler-302
Kepler-303,M0 V,0.49,Hydrogen,2014,Kepler-303
Kepler-303,M0 V,0.49,Hydrogen,2014,Kepler-303
Kepler-304,,0.69,Hydrogen,2014,Kepler-304
Kepler-304,,0.69,Hydrogen,2014,Kepler-304
Kepler-304,,0.69,Hydrogen,2014,Kepler-304
Kepler-304,,0.73,Hydrogen,2014,Kepler-304
Kepler-305,,0.8,Hydrogen,2013,Kepler-305
Kepler-305,,0.8,Hydrogen,2013,Kepler-305
Kepler-305,,0.79,Hydrogen,2013,Kepler-305
Kepler-305,,0.83,Hydrogen,2013,Kepler-305
Kepler-306,,0.72,Hydrogen,2014,Kepler-306
Kepler-306,,0.72,Hydrogen,2014,Kepler-306
Kepler-306,,0.72,Hydrogen,2014,Kepler-306
Kepler-306,,0.72,Hydrogen,2014,Kepler-306
Kepler-307,,0.81,Hydrogen,2013,Kepler-307
Kepler-307,,0.81,Hydrogen,2013,Kepler-307
Kepler-308,,0.94,Hydrogen,2014,Kepler-308
Kepler-308,,0.94,Hydrogen,2014,Kepler-308
Kepler-309,M0 V,0.72,Hydrogen,2014,Kepler-309
Kepler-309,M0 V,0.72,Hydrogen,2014,Kepler-309
Kepler-31,,1.22,Hydrogen,2011,Kepler-31
Kepler-31,,1.22,Hydrogen,2011,Kepler-31
Kepler-31,,1.22,Hydrogen,2011,Kepler-31
Kepler-310,,0.88,Hydrogen,2014,Kepler-310
Kepler-310,,0.88,Hydrogen,2014,Kepler-310
Kepler-310,,0.88,Hydrogen,2014,Kepler-310
Kepler-311,,1.19,Hydrogen,2014,Kepler-311
Kepler-311,,1.19,Hydrogen,2014,Kepler-311
Kepler-311,,1.16,Hydrogen,2014,Kepler-311
Kepler-312,,1.47,Hydrogen,2014,Kepler-312
Kepler-312,,1.47,Hydrogen,2014,Kepler-312
Kepler-313,,1.54,Hydrogen,2014,Kepler-313
Kepler-313,,1.54,Hydrogen,2014,Kepler-313
Kepler-314,,0.95,Hydrogen,2014,Kepler-314
Kepler-314,,0.95,Hydrogen,2014,Kepler-314
Kepler-315,,1.04,Hydrogen,2014,Kepler-315
Kepler-315,,1.04,Hydrogen,2014,Kepler-315
Kepler-316,,0.52,Hydrogen,2014,Kepler-316
Kepler-316,,0.52,Hydrogen,2014,Kepler-316
Kepler-317,,0.94,Hydrogen,2014,Kepler-317
Kepler-317,,0.94,Hydrogen,2014,Kepler-317
Kepler-318,,1.19,Hydrogen,2014,Kepler-318
Kepler-318,,1.19,Hydrogen,2014,Kepler-318
Kepler-319,,0.9,Hydrogen,2014,Kepler-319
Kepler-319,,0.9,Hydrogen,2014,Kepler-319
Kepler-319,,0.9,Hydrogen,2014,Kepler-319
Kepler-32,M1 V,0.53,Hydrogen,2011,Kepler-32
Kepler-32,M1 V,0.53,Hydrogen,2011,Kepler-32
Kepler-32,M1 V,0.53,Hydrogen,2011,Kepler-32
Kepler-32,M1 V,0.53,Hydrogen,2011,Kepler-32
Kepler-32,M1 V,0.53,Hydrogen,2011,Kepler-32
Kepler-320,,1.11,Hydrogen,2014,Kepler-320
Kepler-320,,1.11,Hydrogen,2014,Kepler-320
Kepler-321,,1.19,Hydrogen,2014,Kepler-321
Kepler-321,,1.19,Hydrogen,2014,Kepler-321
Kepler-322,,0.89,Hydrogen,2014,Kepler-322
Kepler-322,,0.89,Hydrogen,2014,Kepler-322
Kepler-323,,1.12,Hydrogen,2014,Kepler-323
Kepler-323,,1.12,Hydrogen,2014,Kepler-323
Kepler-324,,0.84,Hydrogen,2021,Kepler-324
Kepler-324,,0.84,Hydrogen,2021,Kepler-324
Kepler-324,,0.83,Hydrogen,2021,Kepler-324
Kepler-325,,1,Hydrogen,2014,Kepler-325
Kepler-325,,1,Hydrogen,2014,Kepler-325
Kepler-325,,1,Hydrogen,2014,Kepler-325
Kepler-326,,0.8,Hydrogen,2014,Kepler-326
Kepler-326,,0.8,Hydrogen,2014,Kepler-326
Kepler-326,,0.8,Hydrogen,2014,Kepler-326
Kepler-327,,0.49,Hydrogen,2014,Kepler-327
Kepler-327,,0.49,Hydrogen,2014,Kepler-327
Kepler-327,,0.49,Hydrogen,2014,Kepler-327
Kepler-328,,1.06,Hydrogen,2013,Kepler-328
Kepler-328,,1.06,Hydrogen,2013,Kepler-328
Kepler-329,,0.52,Hydrogen,2014,Kepler-329
Kepler-329,,0.52,Hydrogen,2014,Kepler-329
Kepler-33,,1.82,Hydrogen,2011,Kepler-33
Kepler-33,,1.82,Hydrogen,2011,Kepler-33
Kepler-33,,1.82,Hydrogen,2011,Kepler-33
Kepler-33,,1.82,Hydrogen,2011,Kepler-33
Kepler-33,,1.82,Hydrogen,2011,Kepler-33
Kepler-330,,0.72,Hydrogen,2014,Kepler-330
Kepler-330,,0.72,Hydrogen,2014,Kepler-330
Kepler-331,,0.49,Hydrogen,2014,Kepler-331
Kepler-331,,0.49,Hydrogen,2014,Kepler-331
Kepler-331,,0.49,Hydrogen,2014,Kepler-331
Kepler-332,,0.72,Hydrogen,2014,Kepler-332
Kepler-332,,0.72,Hydrogen,2014,Kepler-332
Kepler-332,,0.72,Hydrogen,2014,Kepler-332
Kepler-333,,0.53,Hydrogen,2014,Kepler-333
Kepler-333,,0.53,Hydrogen,2014,Kepler-333
Kepler-334,,1.07,Hydrogen,2014,Kepler-334
Kepler-334,,1.07,Hydrogen,2014,Kepler-334
Kepler-334,,1.07,Hydrogen,2014,Kepler-334
Kepler-335,,1.85,Hydrogen,2014,Kepler-335
Kepler-335,,1.85,Hydrogen,2014,Kepler-335
Kepler-336,,1.3,Hydrogen,2014,Kepler-336
Kepler-336,,1.3,Hydrogen,2014,Kepler-336
Kepler-336,,1.3,Hydrogen,2014,Kepler-336
Kepler-337,,1.76,Hydrogen,2014,Kepler-337
Kepler-337,,1.76,Hydrogen,2014,Kepler-337
Kepler-338,,1.74,Hydrogen,2014,Kepler-338
Kepler-338,,1.74,Hydrogen,2014,Kepler-338
Kepler-338,,1.74,Hydrogen,2014,Kepler-338
Kepler-338,,1.74,Hydrogen,2014,Kepler-338
Kepler-339,,0.8,Hydrogen,2014,Kepler-339
Kepler-339,,0.8,Hydrogen,2014,Kepler-339
Kepler-339,,0.8,Hydrogen,2014,Kepler-339
Kepler-34,,1.16,Hydrogen,2011,Kepler-34
Kepler-340,,1.85,Hydrogen,2014,Kepler-340
Kepler-340,,1.85,Hydrogen,2014,Kepler-340
Kepler-341,,1.02,Hydrogen,2014,Kepler-341
Kepler-341,,1.02,Hydrogen,2014,Kepler-341
Kepler-341,,1.02,Hydrogen,2014,Kepler-341
Kepler-341,,1.02,Hydrogen,2014,Kepler-341
Kepler-342,,1.47,Hydrogen,2014,Kepler-342
Kepler-342,,1.47,Hydrogen,2014,Kepler-342
Kepler-342,,1.47,Hydrogen,2014,Kepler-342
Kepler-342,,1.34,Hydrogen,2014,Kepler-342
Kepler-343,,1.43,Hydrogen,2014,Kepler-343
Kepler-343,,1.43,Hydrogen,2014,Kepler-343
Kepler-344,,0.98,Hydrogen,2014,Kepler-344
Kepler-344,,0.98,Hydrogen,2014,Kepler-344
Kepler-345,,0.62,Hydrogen,2014,Kepler-345
Kepler-345,,0.62,Hydrogen,2014,Kepler-345
Kepler-346,,1.02,Hydrogen,2014,Kepler-346
Kepler-346,,1.02,Hydrogen,2014,Kepler-346
Kepler-347,,1.01,Hydrogen,2014,Kepler-347
Kepler-347,,1.01,Hydrogen,2014,Kepler-347
Kepler-347,,1.45,Hydrogen,2014,Kepler-347
Kepler-348,,1.36,Hydrogen,2014,Kepler-348
Kepler-348,,1.36,Hydrogen,2014,Kepler-348
Kepler-349,,0.93,Hydrogen,2014,Kepler-349
Kepler-349,,0.93,Hydrogen,2014,Kepler-349
Kepler-35,,1.03,Hydrogen,2011,Kepler-35
Kepler-350,,1.53,Hydrogen,2014,Kepler-350
Kepler-350,,1.25,Hydrogen,2014,Kepler-350
Kepler-350,,1.25,Hydrogen,2014,Kepler-350
Kepler-351,,0.85,Hydrogen,2014,Kepler-351
Kepler-351,,0.85,Hydrogen,2014,Kepler-351
Kepler-351,,0.78,Hydrogen,2014,Kepler-351
Kepler-352,,0.78,Hydrogen,2014,Kepler-352
Kepler-352,,0.78,Hydrogen,2014,Kepler-352
Kepler-352,,0.77,Hydrogen,2014,Kepler-352
Kepler-353,,0.5,Hydrogen,2014,Kepler-353
Kepler-353,,0.5,Hydrogen,2014,Kepler-353
Kepler-354,,0.67,Hydrogen,2014,Kepler-354
Kepler-354,,0.67,Hydrogen,2014,Kepler-354
Kepler-354,,0.67,Hydrogen,2014,Kepler-354
Kepler-355,,1.07,Hydrogen,2014,Kepler-355
Kepler-355,,1.07,Hydrogen,2014,Kepler-355
Kepler-356,,1.33,Hydrogen,2014,Kepler-356
Kepler-356,,1.33,Hydrogen,2014,Kepler-356
Kepler-357,,0.83,Hydrogen,2014,Kepler-357
Kepler-357,,0.83,Hydrogen,2014,Kepler-357
Kepler-357,,0.83,Hydrogen,2014,Kepler-357
Kepler-358,,0.95,Hydrogen,2014,Kepler-358
Kepler-358,,0.95,Hydrogen,2014,Kepler-358
Kepler-359,,1.09,Hydrogen,2014,Kepler-359
Kepler-359,,1.09,Hydrogen,2014,Kepler-359
Kepler-359,,1.09,Hydrogen,2014,Kepler-359
Kepler-36,,1.63,Hydrogen,2012,Kepler-36
Kepler-36,,1.63,Hydrogen,2012,Kepler-36
Kepler-360,,1.06,Hydrogen,2014,Kepler-360
Kepler-360,,1.06,Hydrogen,2014,Kepler-360
Kepler-361,,1.34,Hydrogen,2014,Kepler-361
Kepler-361,,1.34,Hydrogen,2014,Kepler-361
Kepler-362,,0.72,Hydrogen,2014,Kepler-362
Kepler-362,,0.72,Hydrogen,2014,Kepler-362
Kepler-363,,1.49,Hydrogen,2014,Kepler-363
Kepler-363,,1.49,Hydrogen,2014,Kepler-363
Kepler-363,,1.49,Hydrogen,2014,Kepler-363
Kepler-364,,1.28,Hydrogen,2014,Kepler-364
Kepler-364,,1.28,Hydrogen,2014,Kepler-364
Kepler-365,,1.05,Hydrogen,2014,Kepler-365
Kepler-365,,1.05,Hydrogen,2014,Kepler-365
Kepler-366,,1.05,Hydrogen,2014,Kepler-366
Kepler-366,,1.05,Hydrogen,2014,Kepler-366
Kepler-367,,0.7,Hydrogen,2014,Kepler-367
Kepler-367,,0.7,Hydrogen,2014,Kepler-367
Kepler-368,,2.02,Hydrogen,2014,Kepler-368
Kepler-368,,2.02,Hydrogen,2014,Kepler-368
Kepler-369,,0.47,Hydrogen,2014,Kepler-369
Kepler-369,,0.47,Hydrogen,2014,Kepler-369
Kepler-37,,0.79,Hydrogen,2013,Kepler-37
Kepler-37,,0.79,Hydrogen,2013,Kepler-37
Kepler-37,,0.79,Hydrogen,2013,Kepler-37
Kepler-37,,0.77,Hydrogen,2013,Kepler-37
Kepler-370,,0.9,Hydrogen,2014,Kepler-370
Kepler-370,,0.9,Hydrogen,2014,Kepler-370
Kepler-371,,0.99,Hydrogen,2014,Kepler-371
Kepler-371,,0.99,Hydrogen,2014,Kepler-371
Kepler-372,,1.14,Hydrogen,2014,Kepler-372
Kepler-372,,1.14,Hydrogen,2014,Kepler-372
Kepler-372,,1.14,Hydrogen,2014,Kepler-372
Kepler-373,,0.85,Hydrogen,2014,Kepler-373
Kepler-373,,0.85,Hydrogen,2014,Kepler-373
Kepler-374,,0.91,Hydrogen,2014,Kepler-374
Kepler-374,,0.91,Hydrogen,2014,Kepler-374
Kepler-374,,0.91,Hydrogen,2014,Kepler-374
Kepler-375,,0.84,Hydrogen,2014,Kepler-375
Kepler-375,,0.84,Hydrogen,2014,Kepler-375
Kepler-376,,1.18,Hydrogen,2014,Kepler-376
Kepler-376,,1.18,Hydrogen,2014,Kepler-376
Kepler-377,,1.22,Hydrogen,2014,Kepler-377
Kepler-377,,1.22,Hydrogen,2014,Kepler-377
Kepler-378,,0.67,Hydrogen,2014,Kepler-378
Kepler-378,,0.67,Hydrogen,2014,Kepler-378
Kepler-379,,1.31,Hydrogen,2014,Kepler-379
Kepler-379,,1.31,Hydrogen,2014,Kepler-379
Kepler-38,G4 V,1.75,Hydrogen,2012,Kepler-38
Kepler-380,,1.22,Hydrogen,2014,Kepler-380
Kepler-380,,1.22,Hydrogen,2014,Kepler-380
Kepler-381,,1.57,Hydrogen,2014,Kepler-381
Kepler-381,,1.57,Hydrogen,2014,Kepler-381
Kepler-381,,2.19,Hydrogen,2014,Kepler-381
Kepler-382,,0.95,Hydrogen,2014,Kepler-382
Kepler-382,,0.95,Hydrogen,2014,Kepler-382
Kepler-383,,0.67,Hydrogen,2014,Kepler-383
Kepler-383,,0.67,Hydrogen,2014,Kepler-383
Kepler-384,,0.88,Hydrogen,2014,Kepler-384
Kepler-384,,0.88,Hydrogen,2014,Kepler-384
Kepler-385,,1.13,Hydrogen,2014,Kepler-385
Kepler-385,,1.13,Hydrogen,2014,Kepler-385
Kepler-385,,1.16,Hydrogen,2014,Kepler-385
Kepler-386,,0.77,Hydrogen,2014,Kepler-386
Kepler-386,,0.77,Hydrogen,2014,Kepler-386
Kepler-387,,1.05,Hydrogen,2014,Kepler-387
Kepler-387,,1.05,Hydrogen,2014,Kepler-387
Kepler-388,,0.59,Hydrogen,2014,Kepler-388
Kepler-388,,0.59,Hydrogen,2014,Kepler-388
Kepler-389,,0.79,Hydrogen,2014,Kepler-389
Kepler-389,,0.79,Hydrogen,2014,Kepler-389
Kepler-39,F7 V,1.4,Hydrogen,2011,Kepler-39
Kepler-390,,0.78,Hydrogen,2014,Kepler-390
Kepler-390,,0.78,Hydrogen,2014,Kepler-390
Kepler-391,,3.57,Hydrogen,2014,Kepler-391
Kepler-391,,3.57,Hydrogen,2014,Kepler-391
Kepler-392,,1.13,Hydrogen,2014,Kepler-392
Kepler-392,,1.13,Hydrogen,2014,Kepler-392
Kepler-393,,1.38,Hydrogen,2014,Kepler-393
Kepler-393,,1.38,Hydrogen,2014,Kepler-393
Kepler-394,,1.13,Hydrogen,2014,Kepler-394
Kepler-394,,1.13,Hydrogen,2014,Kepler-394
Kepler-394,,1.1,Hydrogen,2014,Kepler-394
Kepler-395,,0.56,Hydrogen,2014,Kepler-395
Kepler-395,,0.56,Hydrogen,2014,Kepler-395
Kepler-396,,1.06,Hydrogen,2013,Kepler-396
Kepler-396,,1.06,Hydrogen,2013,Kepler-396
Kepler-397,,0.77,Hydrogen,2014,Kepler-397
Kepler-397,,0.77,Hydrogen,2014,Kepler-397
Kepler-398,,0.61,Hydrogen,2014,Kepler-398
Kepler-398,,0.61,Hydrogen,2014,Kepler-398
Kepler-398,,0.67,Hydrogen,2014,Kepler-398
Kepler-399,,0.68,Hydrogen,2014,Kepler-399
Kepler-399,,0.68,Hydrogen,2014,Kepler-399
Kepler-399,,0.68,Hydrogen,2014,Kepler-399
Kepler-4,,1.49,Hydrogen,2009,Kepler-4
Kepler-40,F5 IV,2.13,Hydrogen,2010,Kepler-40
Kepler-400,,1.15,Hydrogen,2014,Kepler-400
Kepler-400,,1.15,Hydrogen,2014,Kepler-400
Kepler-401,,1.33,Hydrogen,2014,Kepler-401
Kepler-401,,1.33,Hydrogen,2014,Kepler-401
Kepler-401,,1.29,Hydrogen,2014,Kepler-401
Kepler-402,,1.26,Hydrogen,2014,Kepler-402
Kepler-402,,1.26,Hydrogen,2014,Kepler-402
Kepler-402,,1.26,Hydrogen,2014,Kepler-402
Kepler-402,,1.26,Hydrogen,2014,Kepler-402
Kepler-403,,1.33,Hydrogen,2014,Kepler-403
Kepler-403,,1.33,Hydrogen,2014,Kepler-403
Kepler-403,,1.45,Hydrogen,2014,Kepler-403
Kepler-404,,0.88,Hydrogen,2014,Kepler-404
Kepler-404,,0.88,Hydrogen,2014,Kepler-404
Kepler-405,,0.89,Hydrogen,2014,Kepler-405
Kepler-405,,0.89,Hydrogen,2014,Kepler-405
Kepler-406,,1.07,Hydrogen,2014,Kepler-406
Kepler-406,,1.07,Hydrogen,2014,Kepler-406
Kepler-407,,1.01,Hydrogen,2014,Kepler-407
Kepler-407,,1.01,Hydrogen,2014,Kepler-407
Kepler-408,,1.23,Hydrogen,2014,Kepler-408
Kepler-409,,0.9,Hydrogen,2014,Kepler-409
Kepler-41,G2 V,1.29,Hydrogen,2011,Kepler-41
Kepler-410,,1.35,Hydrogen,2013,Kepler-410 A
Kepler-411,K2 V,0.82,Hydrogen,2013,Kepler-411
Kepler-411,K2 V,0.82,Hydrogen,2013,Kepler-411
Kepler-411,K2 V,0.82,Hydrogen,2013,Kepler-411
Kepler-411,K2 V,0.82,Hydrogen,2013,Kepler-411
Kepler-412,G3 V,1.29,Hydrogen,2014,Kepler-412
Kepler-413,,0.78,Hydrogen,2014,Kepler-413
Kepler-414,,0.95,Hydrogen,2014,Kepler-414
Kepler-414,,0.95,Hydrogen,2014,Kepler-414
Kepler-415,,0.64,Hydrogen,2014,Kepler-415
Kepler-415,,0.64,Hydrogen,2014,Kepler-415
Kepler-416,,1.07,Hydrogen,2014,Kepler-416
Kepler-416,,1.07,Hydrogen,2014,Kepler-416
Kepler-416,,1.02,Hydrogen,2014,Kepler-416
Kepler-417,,0.81,Hydrogen,2014,Kepler-417
Kepler-417,,0.81,Hydrogen,2014,Kepler-417
Kepler-418,,1.09,Hydrogen,2014,Kepler-418
Kepler-418,,1.08,Hydrogen,2014,Kepler-418
Kepler-419,,1.74,Hydrogen,2014,Kepler-419
Kepler-419,,1.74,Hydrogen,2014,Kepler-419
Kepler-42,M,0.17,Hydrogen,2011,Kepler-42
Kepler-42,M,0.17,Hydrogen,2011,Kepler-42
Kepler-42,M,0.17,Hydrogen,2011,Kepler-42
Kepler-421,G9/K0,0.76,Hydrogen,2014,Kepler-421
Kepler-422,,1.24,Hydrogen,2014,Kepler-422
Kepler-423,G4 V,0.95,Hydrogen,2014,Kepler-423
Kepler-424,,0.94,Hydrogen,2014,Kepler-424
Kepler-424,,0.94,Hydrogen,2014,Kepler-424
Kepler-425,K1 V,0.86,Hydrogen,2014,Kepler-425
Kepler-426,G1 V,0.92,Hydrogen,2014,Kepler-426
Kepler-427,G2 V,1.35,Hydrogen,2014,Kepler-427
Kepler-428,K1 V,0.8,Hydrogen,2014,Kepler-428
Kepler-43,F8 V,1.42,Hydrogen,2011,Kepler-43
Kepler-430,,1.49,Hydrogen,2015,Kepler-430
Kepler-430,,1.49,Hydrogen,2015,Kepler-430
Kepler-431,,1.09,Hydrogen,2015,Kepler-431
Kepler-431,,1.09,Hydrogen,2015,Kepler-431
Kepler-431,,1.09,Hydrogen,2015,Kepler-431
Kepler-432,,4.06,Hydrogen,2015,Kepler-432
Kepler-432,,4.06,Hydrogen,2015,Kepler-432
Kepler-433,,2.26,Hydrogen,2015,Kepler-433
Kepler-434,,1.38,Hydrogen,2015,Kepler-434
Kepler-435,,3.21,Hydrogen,2015,Kepler-435
Kepler-436,,0.7,Hydrogen,2015,Kepler-436
Kepler-436,,0.71,Hydrogen,2015,Kepler-436
Kepler-437,,0.68,Hydrogen,2015,Kepler-437
Kepler-438,,0.52,Hydrogen,2015,Kepler-438
Kepler-439,,0.87,Hydrogen,2015,Kepler-439
Kepler-44,G2 IV,1.67,Hydrogen,2011,Kepler-44
Kepler-440,,0.56,Hydrogen,2015,Kepler-440
Kepler-441,,0.55,Hydrogen,2015,Kepler-441
Kepler-442,,0.6,Hydrogen,2015,Kepler-442
Kepler-443,,0.71,Hydrogen,2015,Kepler-443
Kepler-444,K,0.75,Hydrogen,2015,Kepler-444
Kepler-444,K,0.75,Hydrogen,2015,Kepler-444
Kepler-444,K,0.75,Hydrogen,2015,Kepler-444
Kepler-444,K,0.75,Hydrogen,2015,Kepler-444
Kepler-444,K,0.75,Hydrogen,2015,Kepler-444
Kepler-445,M4,0.21,Hydrogen,2015,Kepler-445
Kepler-445,M4,0.21,Hydrogen,2015,Kepler-445
Kepler-445,M4,0.21,Hydrogen,2015,Kepler-445
Kepler-446,M4,0.24,Hydrogen,2015,Kepler-446
Kepler-446,M4,0.24,Hydrogen,2015,Kepler-446
Kepler-446,M4,0.24,Hydrogen,2015,Kepler-446
Kepler-447,G8 V,1.05,Hydrogen,2015,Kepler-447
KOI-12,,1.4,Hydrogen,2015,KOI-12
Kepler-449,,1.47,Hydrogen,2015,Kepler-449
Kepler-449,,1.47,Hydrogen,2015,Kepler-449
Kepler-45,M,0.55,Hydrogen,2011,Kepler-45
Kepler-450,,1.64,Hydrogen,2015,Kepler-450
Kepler-450,,1.64,Hydrogen,2015,Kepler-450
Kepler-450,,1.64,Hydrogen,2015,Kepler-450
2MASS J19383260+4603591,,0.2,Hydrogen,2015,2MASS J19383260+4603591
2MASS J19383260+4603591,,0.2,Hydrogen,2015,2MASS J19383260+4603591
Kepler-452,G2,1.11,Hydrogen,2015,Kepler-452
Kepler-453,,0.83,Hydrogen,2015,Kepler-453
Kepler-454,,1.07,Hydrogen,2015,Kepler-454
Kepler-454,,1.07,Hydrogen,2015,Kepler-454
Kepler-454,,1.07,Hydrogen,2015,Kepler-454
KOI-7892,,1.24,Hydrogen,2015,KOI-7892
KIC 9663113,,2.22,Hydrogen,2015,KIC 9663113
Kepler-46,,0.94,Hydrogen,2012,Kepler-46
Kepler-46,,0.94,Hydrogen,2012,Kepler-46
Kepler-46,,0.79,Hydrogen,2012,Kepler-46
KIC 5437945,,1.26,Hydrogen,2015,KIC 5437945
Kepler-461,,0.91,Hydrogen,2016,Kepler-461
Kepler-462,,1.57,Hydrogen,2016,Kepler-462
Kepler-462,,1.57,Hydrogen,2016,Kepler-462
Kepler-463,,0.9,Hydrogen,2016,Kepler-463
Kepler-464,,1.59,Hydrogen,2016,Kepler-464
Kepler-465,,1.29,Hydrogen,2016,Kepler-465
Kepler-466,,1.05,Hydrogen,2016,Kepler-466
Kepler-466,,1.05,Hydrogen,2016,Kepler-466
Kepler-467,,1.37,Hydrogen,2016,Kepler-467
Kepler-468,,0.87,Hydrogen,2016,Kepler-468
