Planet Name,Star Name,Orbital Period [days],
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,,
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,,
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,,
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,,
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L,,
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,,
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,,
OGLE-TR-10 b,OGLE-TR-10,3.101278,
OGLE-TR-111 b,OGLE-TR-111,4.0144463,
OGLE-TR-113 b,OGLE-TR-113,1.4324752,
OGLE-TR-132 b,OGLE-TR-132,1.689868,
OGLE-TR-182 b,OGLE-TR-182,3.9791,
OGLE-TR-211 b,OGLE-TR-211,3.67724,
OGLE-TR-56 b,OGLE-TR-56,1.2119189,
OGLE2-TR-L9 b,OGLE2-TR-L9,2.4855335,
Oph 11 b,Oph 11,7300000,
PDS 70 b,PDS 70,43500,
PDS 70 c,PDS 70,,
PH1 b,PH1,138.317,
PH2 b,PH2,282.52542,
POTS-1 b,POTS-1,3.1606296,
PSR B0329+54 b,PSR B0329+54,10140,
PSR B1257+12 b,PSR B1257+12,25.262,
PSR B1257+12 c,PSR B1257+12,66.5419,
PSR B1257+12 d,PSR B1257+12,98.2114,
PSR B1620-26 b,PSR B1620-26,,
PSR J1719-1438 b,PSR J1719-1438,0.09070629,
PSR J2322-2650 b,PSR J2322-2650,0.322964,
PZ Tel b,PZ Tel,44000,
Pr0201 b,Pr0201,4.4264,
Pr0211 b,Pr0211,2.1461,
Pr0211 c,Pr0211,4850,
Proxima Cen b,alf Cen,11.1868,
Qatar-1 b,Qatar-1,1.4200242,
Qatar-10 b,Qatar-10,1.645321,
Qatar-2 b,Qatar-2,1.33711647,
Qatar-3 b,Qatar-3,2.5079204,
Qatar-4 b,Qatar-4,1.8053564,
Qatar-5 b,Qatar-5,2.8792319,
Qatar-6 b,Qatar-6,3.506195,
Qatar-7 b,Qatar-7,2.032046,
Qatar-8 b,Qatar-8,3.71495,
Qatar-9 b,Qatar-9,1.540731,
ROXs 12 b,ROXs 12,,
ROXs 42 B b,ROXs 42,,
RR Cae b,RR Cae,4343.5,
Ross 128 b,Ross 128,9.8658,
Ross 458 c,Ross 458,,
Ross 508 b,Ross 508,10.77,
SPECULOOS-3 b,SPECULOOS-3,0.71912603,
SR 12 AB c,SR 12,,
SWEEPS-11 b,SWEEPS-11,1.796,
SWEEPS-4 b,SWEEPS-4,4.2,
TAP 26 b,TAP 26,10.79,
TCP J05074264+2447555 b,TCP J05074264+2447555,,
TIC 139270665 b,TIC 139270665,23.624,
TIC 139270665 c,TIC 139270665,1010,
TIC 172900988 b,TIC 172900988,200.452,
TIC 237913194 b,TIC 237913194,15.168865,
TIC 241249530 b,TIC 241249530,165.7719,
TIC 257060897 b,TIC 257060897,3.660028,
TIC 279401253 b,TIC 279401253,76.8,
TIC 279401253 c,TIC 279401253,155.3,
TIC 365102760 b,TIC 365102760,4.21285367,
TIC 393818343 b,TIC 393818343,16.24921,
TIC 46432937 b,TIC 46432937,1.44044527,
TIC 4672985 b,TIC 4672985,69.048,
TOI-1052 b,TOI-1052,9.139703,
TOI-1052 c,TOI-1052,35.806,
TOI-1062 b,TOI-1062,4.11296,
TOI-1062 c,TOI-1062,7.972,
TOI-1064 b,TOI-1064,6.443868,
TOI-1064 c,TOI-1064,12.226574,
TOI-1075 b,TOI-1075,0.6047328,
TOI-1107 b,TOI-1107,4.0782387,
TOI-1130 b,TOI-1130,4.074554,
TOI-1130 c,TOI-1130,8.3501898,
TOI-1135 b,TOI-1135,8.0277283,
TOI-1136 b,TOI-1136,4.1727,
TOI-1136 c,TOI-1136,6.2574,
TOI-1136 d,TOI-1136,12.5199,
TOI-1136 e,TOI-1136,18.801,
TOI-1136 f,TOI-1136,26.321,
TOI-1136 g,TOI-1136,39.545,
TOI-1173 b,TOI-1173,7.06466,
TOI-1174 b,TOI-1174,8.95348768,
TOI-1180 b,TOI-1180,9.68676038,
TOI-1181 b,TOI-1181,2.103189,
TOI-1184 b,TOI-1184,5.7484338,
TOI-1194 b,TOI-1194,2.3106446,
TOI-1199 b,TOI-1199,3.671463,
TOI-1201 b,TOI-1201,2.4919863,
TOI-122 b,TOI-122,5.07803,
TOI-1221 b,TOI-1221,91.68278,
TOI-1224 b,TOI-1224,4.1782745,
TOI-1224 c,TOI-1224,17.945466,
TOI-1227 b,TOI-1227,27.36397,
TOI-1231 b,TOI-1231,24.245586,
TOI-1235 b,TOI-1235,3.444714,
TOI-1244 b,TOI-1244,6.40031648,
TOI-1246 b,TOI-1246,4.30744,
TOI-1246 c,TOI-1246,5.904137,
TOI-1246 d,TOI-1246,18.654874,
TOI-1246 e,TOI-1246,37.92548,
TOI-1248 b,TOI-1248,4.3601561,
TOI-1249 b,TOI-1249,13.079151,
TOI-125 b,TOI-125,4.65382,
TOI-125 c,TOI-125,9.15059,
TOI-125 d,TOI-125,19.98,
TOI-1259 A b,TOI-1259,3.477978,
TOI-1260 b,TOI-1260,3.127463,
TOI-1260 c,TOI-1260,7.493134,
TOI-1260 d,TOI-1260,16.608164,
TOI-1266 b,TOI-1266,10.894841,
TOI-1266 c,TOI-1266,18.801611,
TOI-1268 b,TOI-1268,8.1577094,
TOI-1269 b,TOI-1269,4.2529913,
TOI-1272 b,TOI-1272,3.31599,
TOI-1272 c,TOI-1272,8.6811,
TOI-1273 b,TOI-1273,4.631296,
TOI-1278 b,TOI-1278,14.47567,
TOI-1279 b,TOI-1279,9.61419,
TOI-128.01,TOI-128,4.9404681,
TOI-1288 b,TOI-1288,2.6998279,
TOI-1288 c,TOI-1288,416,
TOI-1294 b,TOI-1294,3.915292,
TOI-1294 c,TOI-1294,159.9,
TOI-1295 b,TOI-1295,3.1968838,
TOI-1296 b,TOI-1296,3.9443736,
TOI-1298 b,TOI-1298,4.537143,
TOI-1301.01,TOI-1301,6.09640721,
TOI-132 b,TOI-132,2.1097019,
TOI-1333 b,TOI-1333,4.720219,
TOI-1338 b,TOI-1338,95.4001,
TOI-1338 c,TOI-1338,215.79,
TOI-1347 b,TOI-1347,0.84742346,
TOI-1347 c,TOI-1347,4.841962,
TOI-1386 b,TOI-1386,25.8401,
TOI-1386 c,TOI-1386,232,
TOI-139 b,TOI-139,11.07085,
TOI-1408 b,TOI-1408,4.42587,
TOI-1408 c,TOI-1408,2.1664,
TOI-1410 c,TOI-1410,47.56,
TOI-1410.01,TOI-1410,1.21687,
TOI-1411 b,TOI-1411,1.4520527,
TOI-1416 b,TOI-1416,1.0697568,
TOI-1420 b,TOI-1420,6.9561063,
TOI-1422 b,TOI-1422,12.9972,
TOI-1431 b,TOI-1431,2.650237,
TOI-1437 b,TOI-1437,18.840942,
TOI-1439 b,TOI-1439,27.644,
TOI-1442 b,TOI-1442,0.4090677,
TOI-1443 b,TOI-1443,23.540678,
TOI-1444 b,TOI-1444,0.4702743,
TOI-1448 b,TOI-1448,8.112245,
TOI-1450 A b,TOI-1450,2.0439274,
TOI-1450 A c,TOI-1450,5.0688,
TOI-1451 b,TOI-1451,16.537944,
TOI-1452 b,TOI-1452,11.06201,
TOI-1467 b,TOI-1467,5.97114713,
TOI-1468 b,TOI-1468,1.8805136,
TOI-1468 c,TOI-1468,15.532482,
TOI-1470 b,TOI-1470,2.527093,
TOI-1470 c,TOI-1470,18.08816,
TOI-1472 b,TOI-1472,6.36381,
TOI-1478 b,TOI-1478,10.180249,
TOI-150.01,TOI-150,5.857487,
TOI-1516 b,TOI-1516,2.056014,
TOI-1518 b,TOI-1518,1.902603,
TOI-157 b,TOI-157,2.0845435,
TOI-1601 b,TOI-1601,5.33175,
TOI-163 b,TOI-163,4.231306,
TOI-1630.01,TOI-1630,12.05573473,
TOI-1634 b,TOI-1634,0.9893455,
TOI-1634 c,TOI-1634,103,
TOI-1659.01,TOI-1659,5.87755633,
TOI-1669 b,TOI-1669,500,
TOI-1669 c,TOI-1669,2.6800535,
TOI-1670 b,TOI-1670,10.98462,
TOI-1670 c,TOI-1670,40.74976,
TOI-1680 b,TOI-1680,4.8026345,
TOI-1683.01,TOI-1683,3.0575356,
TOI-1685 b,TOI-1685,0.66913924,
TOI-169 b,TOI-169,2.2554477,
TOI-1691 b,TOI-1691,16.73688893,
TOI-1693 b,TOI-1693,1.7666957,
TOI-1694 b,TOI-1694,3.770107,
TOI-1694 c,TOI-1694,393.1,
TOI-1695 b,TOI-1695,3.1342791,
TOI-1696 b,TOI-1696,2.500311,
TOI-1710 b,TOI-1710,24.283377,
TOI-1716.01,TOI-1716,8.08237655,
TOI-172 b,TOI-172,9.47725,
TOI-1723 b,TOI-1723,13.72701264,
TOI-1728 b,TOI-1728,3.49151,
TOI-1736 b,TOI-1736,7.073076,
TOI-1736 c,TOI-1736,571.25,
TOI-1739 b,TOI-1739,8.30334141,
TOI-1742 b,TOI-1742,21.269084,
TOI-1744.01,TOI-1744,22.34170293,
TOI-1749 b,TOI-1749,2.38839,
TOI-1749 c,TOI-1749,4.4929,
TOI-1749 d,TOI-1749,9.0497,
TOI-1751 b,TOI-1751,37.46852,
TOI-1753 b,TOI-1753,5.3846104,
TOI-1758 b,TOI-1758,20.70507468,
TOI-1759 b,TOI-1759,18.85019,
TOI-1768.01,TOI-1768,7.33770365,
TOI-1772.01,TOI-1772,8.05424687,
TOI-1775 b,TOI-1775,10.2405549,
TOI-1776 b,TOI-1776,2.799868,
TOI-1777.01,TOI-1777,14.65011197,
TOI-178 b,TOI-178,1.914558,
TOI-178 c,TOI-178,3.23845,
TOI-178 d,TOI-178,6.5577,
TOI-178 e,TOI-178,9.961881,
TOI-178 f,TOI-178,15.231915,
TOI-178 g,TOI-178,20.7095,
TOI-1782.01,TOI-1782,4.98764103,
TOI-1782.02,TOI-1782,1.82902423,
TOI-1789 b,TOI-1789,3.208664,
TOI-1794 b,TOI-1794,8.765528,
TOI-1798.01,TOI-1798,8.02152233,
TOI-1798.02,TOI-1798,0.43781182,
TOI-1799 b,TOI-1799,7.09457086,
TOI-1801 b,TOI-1801,10.64387,
TOI-1806.01,TOI-1806,15.1454693,
TOI-1807 b,TOI-1807,0.54937097,
TOI-181 b,TOI-181,4.532,
TOI-1811 b,TOI-1811,3.7130765,
TOI-1820 b,TOI-1820,4.860674,
TOI-1823 b,TOI-1823,38.8,
TOI-1824 b,TOI-1824,22.808533,
TOI-1836 b,TOI-1836,20.380845,
TOI-1836 c,TOI-1836,1.7727471,
TOI-1842 b,TOI-1842,9.5739181,
TOI-1853 b,TOI-1853,1.2436258,
TOI-1855 b,TOI-1855,1.36414864,
TOI-1859 b,TOI-1859,63.48347,
TOI-1860 b,TOI-1860,1.0662107,
TOI-1883 b,TOI-1883,4.50638,
TOI-1898 b,TOI-1898,45.52234,
TOI-1899 b,TOI-1899,29.090312,
TOI-1937 A b,TOI-1937,0.94667944,
TOI-198 b,TOI-198,10.2152,
TOI-199 b,TOI-199,104.854,
TOI-199 c,TOI-199,273.69,
TOI-1994 b,TOI-1994,4.0337142,
TOI-2000 b,TOI-2000,3.09833,
TOI-2000 c,TOI-2000,9.127055,
TOI-201 b,TOI-201,52.97818,
TOI-2010 b,TOI-2010,141.834025,
TOI-2015 b,TOI-2015,3.348968,
TOI-2018 b,TOI-2018,7.435583,
TOI-2019 b,TOI-2019,15.3444,
TOI-2025 b,TOI-2025,8.8720982,
TOI-2046 b,TOI-2046,1.4971842,
TOI-2048 b,TOI-2048,13.79019,
TOI-206 b,TOI-206,0.7363104,
TOI-2068 b,TOI-2068,7.768915,
TOI-2076 b,TOI-2076,10.355096,
TOI-2076 c,TOI-2076,21.015327,
TOI-2076 d,TOI-2076,35.125686,
TOI-2081 b,TOI-2081,10.50534,
TOI-2084 b,TOI-2084,6.0784247,
TOI-2088 b,TOI-2088,124.72997,
TOI-2095 b,TOI-2095,17.66484,
TOI-2095 c,TOI-2095,28.17232,
TOI-2096 b,TOI-2096,3.1190633,
TOI-2096 c,TOI-2096,6.38784,
TOI-2107 b,TOI-2107,2.4545467,
TOI-2109 b,TOI-2109,0.67247414,
TOI-2120 b,TOI-2120,5.7998164,
TOI-2128 b,TOI-2128,16.34136,
TOI-2134 b,TOI-2134,9.2292005,
TOI-2134 c,TOI-2134,95.5,
TOI-2136 b,TOI-2136,7.851928,
TOI-2141 b,TOI-2141,18.26157,
TOI-2145 b,TOI-2145,10.261127,
TOI-2152 A b,TOI-2152,3.3773512,
TOI-2154 b,TOI-2154,3.8240801,
TOI-2158 b,TOI-2158,8.60077,
TOI-216.01,TOI-216,34.525528,
TOI-216.02,TOI-216,17.16073,
TOI-2180 b,TOI-2180,260.79,
TOI-2184 b,TOI-2184,6.90683,
TOI-2193 A b,TOI-2193,2.1225735,
TOI-2194 b,TOI-2194,15.337597,
TOI-2196 b,TOI-2196,1.1947268,
TOI-220 b,TOI-220,10.695264,
TOI-2202 b,TOI-2202,11.9101,
TOI-2202 c,TOI-2202,24.6744,
TOI-2207 b,TOI-2207,8.001968,
TOI-2211.01,TOI-2211,3.09268676,
TOI-2236 b,TOI-2236,3.5315902,
TOI-2257 b,TOI-2257,35.189346,
TOI-2260 b,TOI-2260,0.3524728,
TOI-2266 b,TOI-2266,2.326318,
TOI-2274 b,TOI-2274,2.67963,
TOI-2285 b,TOI-2285,27.26955,
TOI-2337 b,TOI-2337,2.99432,
TOI-2338 b,TOI-2338,22.65398,
TOI-2364 b,TOI-2364,4.0197517,
TOI-2368 b,TOI-2368,5.1750073,
TOI-237 b,TOI-237,5.436098,
TOI-2373 b,TOI-2373,13.33668,
TOI-2374 b,TOI-2374,4.31361,
TOI-2379 b,TOI-2379,5.4693827,
TOI-238 b,TOI-238,1.273114,
TOI-238 c,TOI-238,8.465651,
TOI-2384 b,TOI-2384,2.13570304,
TOI-2406 b,TOI-2406,3.0766891,
TOI-2411 b,TOI-2411,0.7826942,
TOI-2416 b,TOI-2416,8.275479,
TOI-2420 b,TOI-2420,5.842641,
TOI-2421 b,TOI-2421,4.3474032,
TOI-2427 b,TOI-2427,1.3060011,
TOI-244 b,TOI-244,7.397225,
TOI-2443 b,TOI-2443,15.669494,
TOI-2445 b,TOI-2445,0.3711281,
TOI-2447 b,TOI-2447,69.33684,
TOI-2458 b,TOI-2458,3.73659,
TOI-2458 c,TOI-2458,16.553,
TOI-2459 b,TOI-2459,19.104718,
TOI-2485 b,TOI-2485,11.23479,
TOI-2497 b,TOI-2497,10.655669,
TOI-2498 b,TOI-2498,3.738252,
TOI-251 b,TOI-251,4.93777,
TOI-2524 b,TOI-2524,7.18585,
TOI-2525 b,TOI-2525,23.2856,
TOI-2525 c,TOI-2525,49.2519,
TOI-2529 b,TOI-2529,64.5949,
TOI-2545 b,TOI-2545,7.994037,
TOI-2567 b,TOI-2567,5.983944,
TOI-257 b,TOI-257,18.38818,
TOI-2570 b,TOI-2570,2.9887615,
TOI-2580 b,TOI-2580,3.39775,
TOI-2583 A b,TOI-2583,4.5207265,
TOI-2587 A b,TOI-2587,5.45664,
TOI-2589 b,TOI-2589,61.6277,
TOI-260 b,TOI-260,13.475853,
TOI-261.01,TOI-261,3.3639254,
TOI-262 b,TOI-262,11.14529,
TOI-2641 b,TOI-2641,4.880974,
TOI-2669 b,TOI-2669,6.2034,
TOI-269 b,TOI-269,3.6977104,
TOI-270 b,TOI-270,3.3601538,
TOI-270 c,TOI-270,5.6605731,
TOI-270 d,TOI-270,11.379573,
TOI-2714 b,TOI-2714,2.499387,
TOI-2768 b,TOI-2768,1.50801,
TOI-277 b,TOI-277,3.994,
TOI-2796 b,TOI-2796,4.8084983,
TOI-2803 A b,TOI-2803,1.96229325,
TOI-2818 b,TOI-2818,4.039709,
TOI-2842 b,TOI-2842,3.5514058,
TOI-286 b,TOI-286,4.5117244,
TOI-286 c,TOI-286,39.361826,
TOI-2977 b,TOI-2977,2.3505614,
TOI-2981 b,TOI-2981,3.601501,
TOI-3023 b,TOI-3023,3.9014971,
TOI-3071 b,TOI-3071,1.266938,
TOI-3082 b,TOI-3082,1.926907,
TOI-3235 b,TOI-3235,2.59261842,
TOI-3261 b,TOI-3261,0.8831331,
TOI-329 b,TOI-329,5.70439,
TOI-332 b,TOI-332,0.777038,
TOI-3321 b,TOI-3321,3.6525145,
TOI-3331 A b,TOI-3331,2.0180231,
TOI-3353.01,TOI-3353,4.6657965,
TOI-3362 b,TOI-3362,18.09547,
TOI-3364 b,TOI-3364,5.8768918,
TOI-3540 A b,TOI-3540,3.119999,
TOI-3568 b,TOI-3568,4.417965,
TOI-3629 b,TOI-3629,3.936551,
TOI-3688 A b,TOI-3688,3.246075,
TOI-3693 b,TOI-3693,9.088516,
TOI-3714 b,TOI-3714,2.154849,
TOI-3757 b,TOI-3757,3.438753,
TOI-3785 b,TOI-3785,4.6747373,
TOI-3807 b,TOI-3807,2.8989727,
TOI-3819 b,TOI-3819,3.2443141,
TOI-3884 b,TOI-3884,4.5445828,
TOI-3894 b,TOI-3894,4.33454,
TOI-3912 b,TOI-3912,3.4936264,
TOI-3919 b,TOI-3919,7.433234,
TOI-3976 A b,TOI-3976,6.607662,
TOI-3984 A b,TOI-3984,4.353326,
TOI-4010 b,TOI-4010,1.348335,
TOI-4010 c,TOI-4010,5.414654,
TOI-4010 d,TOI-4010,14.70886,
TOI-4010 e,TOI-4010,762,
TOI-406 c,TOI-406,3.307441,
TOI-406.01,TOI-406,13.175682,
TOI-4087 b,TOI-4087,3.1774835,
TOI-411 b,HD 22946,4.040295,
TOI-411 c,HD 22946,9.573083,
TOI-4127 b,TOI-4127,56.39879,
TOI-4137 b,TOI-4137,3.8016122,
TOI-4145 A b,TOI-4145,4.0664428,
TOI-4153 b,TOI-4153,4.6174141,
TOI-4184 b,TOI-4184,4.9019804,
TOI-4201 b,TOI-4201,3.5819194,
TOI-421 b,TOI-421,5.197576,
TOI-421 c,TOI-421,16.067541,
TOI-4308 b,TOI-4308,9.151201,
TOI-431 b,TOI-431,0.490047,
TOI-431 c,TOI-431,4.8494,
TOI-431 d,TOI-431,12.46103,
TOI-4329 b,TOI-4329,2.9223,
TOI-4336 A b,TOI-4336,16.336334,
TOI-4342 b,TOI-4342,5.5382498,
TOI-4342 c,TOI-4342,10.688716,
TOI-4377 b,TOI-4377,4.378081,
TOI-4379 b,TOI-4379,3.25352,
TOI-4406 b,TOI-4406,30.08364,
TOI-4438 b,TOI-4438,7.44628,
TOI-444 b,TOI-444,17.9636,
TOI-4443.01,TOI-4443,1.8498567,
TOI-4463 A b,TOI-4463,2.8807198,
TOI-4479 b,TOI-4479,1.1589,
TOI-4495.01,TOI-4495,5.1830043,
TOI-4504 b,TOI-4504,2.42614,
TOI-4504 c,TOI-4504,82.97213,
TOI-4504 d,TOI-4504,40.5634,
TOI-451 b,TOI-451,1.858703,
TOI-451 c,TOI-451,9.192522,
TOI-451 d,TOI-451,16.364988,
TOI-4515 b,TOI-4515,15.266446,
TOI-4527.01,TOI-4527,0.3994445,
TOI-4551 b,TOI-4551,9.95581,
TOI-4559 b,TOI-4559,3.965991,
TOI-4562 b,TOI-4562,225.1064,
TOI-4562 c,TOI-4562,3990,
TOI-4582 b,TOI-4582,31.034,
TOI-4600 b,TOI-4600,82.6869,
TOI-4600 c,TOI-4600,482.8191,
TOI-4602.01,TOI-4602,3.9812091,
TOI-4603 b,TOI-4603,7.24599,
TOI-4633 c,TOI-4633,271.9445,
TOI-4638.01,TOI-4638,10.28391879,
TOI-4641 b,TOI-4641,22.09341,
TOI-470 b,TOI-470,12.19148,
TOI-4791 b,TOI-4791,4.28088,
TOI-480 b,TOI-480,6.866196,
TOI-481 b,TOI-481,10.33111,
TOI-4860 b,TOI-4860,1.5227591,
TOI-4914 b,TOI-4914,10.60057,
TOI-4994 b,TOI-4994,21.491984,
TOI-500 b,TOI-500,0.548177,
TOI-500 c,TOI-500,6.6356,
TOI-500 d,TOI-500,26.233,
TOI-500 e,TOI-500,61.3,
TOI-5005 b,TOI-5005,6.3085044,
TOI-5076 b,TOI-5076,23.445,
TOI-5082.01,TOI-5082,4.240122,
TOI-5108 b,TOI-5108,6.753581,
TOI-5126 b,TOI-5126,5.4588385,
TOI-5126 c,TOI-5126,17.8999,
TOI-5153 b,TOI-5153,20.33003,
TOI-5174 b,TOI-5174,12.214286,
TOI-519 b,TOI-519,1.2652328,
TOI-5205 b,TOI-5205,1.630757,
TOI-5218 b,TOI-5218,4.291452,
TOI-5232 b,TOI-5232,4.0966692,
TOI-5238 b,TOI-5238,4.872171,
TOI-5293 A b,TOI-5293,2.930289,
TOI-530 b,TOI-530,6.387597,
TOI-5301 b,TOI-5301,5.858858,
TOI-5319 b,TOI-5319,4.07853,
TOI-532 b,TOI-532,2.3266508,
TOI-5344 b,TOI-5344,3.792622,
TOI-5388.01,TOI-5388,2.594675,
TOI-5398 b,TOI-5398,10.590547,
TOI-5398 c,TOI-5398,4.77271,
TOI-540 b,TOI-540,1.2391491,
TOI-544 b,TOI-544,1.548352,
TOI-544 c,TOI-544,50.089,
TOI-5542 b,TOI-5542,75.12375,
TOI-558 b,TOI-558,14.574071,
TOI-559 b,TOI-559,6.9839095,
TOI-561 b,TOI-561,0.4465688,
TOI-561 c,TOI-561,10.778831,
TOI-561 d,TOI-561,25.7124,
TOI-561 e,TOI-561,77.03,
TOI-5616 b,TOI-5616,2.002849,
TOI-5634 A b,TOI-5634,2.2035373,
TOI-564 b,TOI-564,1.651144,
TOI-5678 b,TOI-5678,47.73022,
TOI-5688 A b,TOI-5688,2.94815527,
TOI-5704 b,TOI-5704,3.771116,
TOI-5713 b,TOI-5713,10.441989,
TOI-5720 b,TOI-5720,1.4344555,
TOI-5726.01,TOI-5726,5.49112522,
TOI-5786 b,TOI-5786,12.779107,
TOI-5799 b,TOI-5799,4.1646632,
TOI-5803 b,TOI-5803,5.38305,
TOI-6002 b,TOI-6002,10.904821,
TOI-6008 b,TOI-6008,0.8574347,
TOI-6016 b,TOI-6016,4.023687,
TOI-6029 b,TOI-6029,5.7987,
TOI-6034 b,TOI-6034,2.576184,
TOI-6038 A b,TOI-6038,5.8267311,
TOI-6054.01,TOI-6054,7.49299142,
TOI-6054.02,TOI-6054,12.57499803,
TOI-6086 b,TOI-6086,1.3888725,
TOI-6130 b,TOI-6130,2.392679,
TOI-615 b,TOI-615,4.6615983,
TOI-620 b,TOI-620,5.0988179,
TOI-622 b,TOI-622,6.402513,
TOI-6255 b,TOI-6255,0.23818244,
TOI-628 b,TOI-628,3.4095675,
TOI-6383 A b,TOI-6383,1.79058695,
TOI-640 b,TOI-640,5.0037775,
TOI-654.01,TOI-654,1.5275657,
TOI-663 b,TOI-663,2.598902,
TOI-663 c,TOI-663,4.6955507,
TOI-663 d,TOI-663,7.1027268,
TOI-6651 b,TOI-6651,5.056973,
TOI-669 b,TOI-669,3.945152,
TOI-672 b,TOI-672,3.633575,
TOI-674 b,TOI-674,1.977143,
TOI-677 b,TOI-677,11.2366,
TOI-700 b,TOI-700,9.977219,
TOI-700 c,TOI-700,16.051137,
TOI-700 d,TOI-700,37.42396,
TOI-700 e,TOI-700,27.80978,
TOI-712 b,TOI-712,9.531361,
TOI-712 c,TOI-712,51.69906,
TOI-712 d,TOI-712,84.8396,
TOI-715 b,TOI-715,19.288004,
TOI-733 b,TOI-733,4.884765,
TOI-757 b,TOI-757,17.46819,
TOI-762 A b,TOI-762,3.4716826,
TOI-763 b,TOI-763,5.6057,
TOI-763 c,TOI-763,12.2737,
TOI-771 b,TOI-771,2.326021,
TOI-776 b,TOI-776,8.24662,
TOI-776 c,TOI-776,15.665323,
TOI-778 b,TOI-778,4.633611,
TOI-782 b,TOI-782,8.0240015,
TOI-784 b,HD 307842,2.7970365,
TOI-813 b,TOI-813,83.8911,
TOI-815 b,TOI-815,11.197259,
TOI-815 c,TOI-815,34.976145,
TOI-824 b,TOI-824,1.392978,
TOI-833 b,TOI-833,1.0418777,
TOI-836 b,TOI-836,3.81673,
TOI-836 c,TOI-836,8.59545,
TOI-837 b,TOI-837,8.3249113,
TOI-849 b,TOI-849,0.765548,
TOI-858 B b,TOI-858,3.2797178,
TOI-871 b,TOI-871,14.362565,
TOI-880.02,TOI-880,2.5735943,
TOI-892 b,TOI-892,10.62656,
TOI-904 b,TOI-904,10.8772,
TOI-904 c,TOI-904,83.9997,
TOI-905 b,TOI-905,3.739494,
TOI-907.01,TOI-907,4.5849129,
TOI-908 b,TOI-908,3.183792,
TOI-913 b,TOI-913,11.098644,
TOI-942 b,TOI-942,4.32421,
TOI-942 c,TOI-942,10.156272,
TOI-954 b,TOI-954,3.6849729,
TOI-969 b,TOI-969,1.8237305,
TOI-969 c,TOI-969,1700,
TRAPPIST-1 b,TRAPPIST-1,1.510826,
TRAPPIST-1 c,TRAPPIST-1,2.421937,
TRAPPIST-1 d,TRAPPIST-1,4.049219,
TRAPPIST-1 e,TRAPPIST-1,6.101013,
TRAPPIST-1 f,TRAPPIST-1,9.20754,
TRAPPIST-1 g,TRAPPIST-1,12.352446,
TRAPPIST-1 h,TRAPPIST-1,18.772866,
TYC 0434-04538-1 b,TYC 0434-04538-1,193.2,
TYC 1422-614-1 b,TYC 1422-614-1,198.4,
TYC 1422-614-1 c,TYC 1422-614-1,559.3,
TYC 2187-512-1 b,TYC 2187-512-1,691.9,
TYC 3318-01333-1 b,TYC 3318-01333-1,562,
TYC 3667-1280-1 b,TYC 3667-1280-1,26.468,
TYC 4282-00605-1 b,TYC 4282-00605-1,101.54,
TYC 8998-760-1 b,TYC 8998-760-1,,
TYC 8998-760-1 c,TYC 8998-760-1,,
Teegarden's Star b,Teegarden's Star,4.90634,
Teegarden's Star c,Teegarden's Star,11.416,
Teegarden's Star d,Teegarden's Star,26.13,
TrES-1 b,TrES-1,3.03007,
TrES-2 b,TrES-2,2.47063,
TrES-3 b,TrES-3,1.30618581,
TrES-4 b,TrES-4,3.55395,
TrES-5 b,TrES-5,1.48224686,
UCAC3 113-933 b,UCAC3 113-933,,
UCAC4 328-061594 b,UCAC4 328-061594,,
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,,
USco CTIO 108 b,USco CTIO 108,,
USco1556 b,USco1556 A,,
USco1621 b,USco1621 A,,
UZ For b,UZ For,5840,
UZ For c,UZ For,1916.25,
V0391 Peg b,V0391 Peg,1170,
V1298 Tau b,V1298 Tau,24.1396,
V1298 Tau c,V1298 Tau,8.24958,
V1298 Tau d,V1298 Tau,12.4032,
V1298 Tau e,V1298 Tau,53.5,
V830 Tau b,V830 Tau,4.927,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,5800000,
WASP-1 b,WASP-1,2.5199454,
WASP-10 b,WASP-10,3.0927616,
WASP-100 b,WASP-100,2.84938,
WASP-101 b,WASP-101,3.58572,
WASP-103 b,WASP-103,0.925542,
WASP-104 b,WASP-104,1.7554137,
WASP-105 b,WASP-105,7.87288,
WASP-106 b,WASP-106,9.28971,
WASP-107 b,WASP-107,5.7214742,
WASP-107 c,WASP-107,1088,
WASP-11 b,WASP-11,3.72247,
WASP-110 b,WASP-110,3.77840121,
WASP-113 b,WASP-113,4.54216875,
WASP-114 b,WASP-114,1.5487743,
WASP-117 b,WASP-117,10.02165,
WASP-118 b,WASP-118,4.0460435,
WASP-119 b,WASP-119,2.49979,
WASP-12 b,WASP-12,1.09142,
WASP-120 b,WASP-120,3.6112706,
WASP-121 b,WASP-121,1.27492504,
WASP-123 b,WASP-123,2.9776412,
WASP-124 b,WASP-124,3.37265,
WASP-126 b,WASP-126,3.28883,
WASP-126 c,WASP-126,7.63,
WASP-127 b,WASP-127,4.17806203,
WASP-129 b,WASP-129,5.748145,
