Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Planetary Type,Has Biosphere,Discovery Year,Star Name
Kepler-26 b,2.78,100.58,Gas Giant,1,2011,Kepler-26
Kepler-26 c,2.72,33.77,Gas Giant,0,2011,Kepler-26
Kepler-26 d,1.07,29.09,Garden World,0,2014,Kepler-26
Kepler-26 e,2.41,96.53,Ice Giant,1,2014,Kepler-26
Kepler-260 b,2.01,12.43,Ice Giant,0,2014,Kepler-260
Kepler-260 c,1.74,6.86,Chthonian Planet,0,2014,Kepler-260
Kepler-261 b,2.18,38.52,Proto Planet,0,2014,Kepler-261
Kepler-261 c,2,33.4,Gas Giant,0,2014,Kepler-261
Kepler-262 b,1.36,1.18,Dwarf Planet,1,2014,Kepler-262
Kepler-262 c,1.64,115.32,Proto Planet,0,2014,Kepler-262
Kepler-263 b,2.67,87.66,Ice Giant,0,2014,Kepler-263
Kepler-263 c,2.47,81.48,Proto Planet,1,2014,Kepler-263
Kepler-264 b,3.33,93.22,Ice Giant,0,2014,Kepler-264
Kepler-264 c,2.83,8.99,Gas Giant,0,2014,Kepler-264
Kepler-265 b,1.86,18.73,Proto Planet,1,2014,Kepler-265
Kepler-265 c,2.63,13.52,Ice Giant,1,2014,Kepler-265
Kepler-265 d,2.49,96.9,Proto Planet,0,2014,Kepler-265
Kepler-265 e,2.59,55.38,Dwarf Planet,1,2014,Kepler-265
Kepler-266 b,2.48,79.21,Dwarf Planet,1,2014,Kepler-266
Kepler-266 c,3.89,92.73,Gas Giant,0,2014,Kepler-266
Kepler-267 b,1.98,98.92,Proto Planet,1,2014,Kepler-267
Kepler-267 c,2.13,92.04,Dwarf Planet,0,2014,Kepler-267
Kepler-267 d,2.27,18.68,Dwarf Planet,0,2014,Kepler-267
Kepler-268 b,2.55,8.48,Proto Planet,0,2014,Kepler-268
Kepler-268 c,3.38,6.97,Gas Giant,1,2014,Kepler-268
Kepler-269 b,2.47,11.72,Chthonian Planet,0,2014,Kepler-269
Kepler-269 c,1.69,103.53,Gas Giant,0,2014,Kepler-269
Kepler-27 b,4,61.27,Ice Giant,1,2011,Kepler-27
Kepler-27 c,4.9,113.91,Ice Giant,1,2011,Kepler-27
Kepler-27 d,2.706,70.41,Gas Giant,0,2021,Kepler-27
Kepler-270 b,2.01,26.88,Proto Planet,0,2014,Kepler-270
Kepler-270 c,1.77,50.15,Proto Planet,1,2014,Kepler-270
Kepler-271 b,1.23,76.44,Ice Giant,1,2014,Kepler-271
Kepler-271 c,0.95,107.59,Chthonian Planet,1,2014,Kepler-271
Kepler-271 d,0.66,93.85,Chthonian Planet,1,2016,Kepler-271
Kepler-272 b,1.43,27.1,Garden World,0,2014,Kepler-272
Kepler-272 c,1.79,105.18,Gas Giant,1,2014,Kepler-272
Kepler-272 d,2.25,107.15,Ice Giant,1,2014,Kepler-272
Kepler-273 b,1.5,53.9,Ice Giant,0,2014,Kepler-273
Kepler-273 c,1.98,42.92,Garden World,0,2014,Kepler-273
Kepler-274 b,1.54,54.58,Dwarf Planet,1,2014,Kepler-274
Kepler-274 c,1.84,116.78,Dwarf Planet,1,2014,Kepler-274
Kepler-275 b,2.34,86.63,Ice Giant,1,2014,Kepler-275
Kepler-275 c,3.38,44.84,Proto Planet,1,2014,Kepler-275
Kepler-275 d,3.33,32.53,Gas Giant,1,2014,Kepler-275
Kepler-276 b,2.87,34.33,Ice Giant,0,2014,Kepler-276
Kepler-276 c,2.9,54.32,Ice Giant,0,2013,Kepler-276
Kepler-276 d,2.8,39.8,Gas Giant,0,2013,Kepler-276
Kepler-277 b,2.92,61.44,Gas Giant,1,2013,Kepler-277
Kepler-277 c,3.36,72.11,Proto Planet,1,2013,Kepler-277
Kepler-278 b,4.07,105.48,Ice Giant,0,2014,Kepler-278
Kepler-278 c,3.59,71.26,Proto Planet,1,2014,Kepler-278
Kepler-279 b,3.62,79.58,Gas Giant,0,2014,Kepler-279
Kepler-279 c,4.3,11.08,Chthonian Planet,0,2013,Kepler-279
Kepler-279 d,3.1,9.37,Dwarf Planet,1,2013,Kepler-279
Kepler-28 b,1.959,3.48,Ice Giant,0,2011,Kepler-28
Kepler-28 c,1.857,68.3,Dwarf Planet,0,2011,Kepler-28
Kepler-280 b,1.45,65.12,Gas Giant,0,2014,Kepler-280
Kepler-280 c,2.01,120.72,Garden World,1,2014,Kepler-280
Kepler-281 b,2.82,31.72,Gas Giant,1,2014,Kepler-281
Kepler-281 c,5.31,46.74,Gas Giant,0,2014,Kepler-281
Kepler-281 d,5.937,81.24,Chthonian Planet,0,2021,Kepler-281
Kepler-282 b,1.01,8.02,Ice Giant,1,2014,Kepler-282
Kepler-282 c,1.2,65.71,Proto Planet,0,2014,Kepler-282
Kepler-282 d,2.46,79.09,Garden World,0,2013,Kepler-282
Kepler-282 e,3.1,106.86,Dwarf Planet,1,2013,Kepler-282
Kepler-283 b,2.13,19.8,Proto Planet,1,2014,Kepler-283
Kepler-283 c,1.82,109.42,Dwarf Planet,1,2014,Kepler-283
Kepler-284 b,2.24,96.66,Garden World,1,2014,Kepler-284
Kepler-284 c,2.61,100.96,Ice Giant,0,2014,Kepler-284
Kepler-285 b,1.34,40.17,Gas Giant,1,2014,Kepler-285
Kepler-285 c,1.12,19.89,Gas Giant,1,2014,Kepler-285
Kepler-286 b,1.24,1.09,Ice Giant,0,2014,Kepler-286
Kepler-286 c,1.37,83.35,Ice Giant,0,2014,Kepler-286
Kepler-286 d,1.33,49.43,Ice Giant,1,2014,Kepler-286
Kepler-286 e,1.77,29.4,Dwarf Planet,1,2014,Kepler-286
Kepler-287 b,2.33,23.27,Proto Planet,0,2014,Kepler-287
Kepler-287 c,3.26,50.32,Ice Giant,0,2014,Kepler-287
Kepler-288 b,1.67,92.12,Garden World,0,2014,Kepler-288
Kepler-288 c,2.85,57.51,Proto Planet,0,2014,Kepler-288
Kepler-288 d,2.67,58.63,Dwarf Planet,1,2014,Kepler-288
Kepler-289 b,2.49,115.91,Chthonian Planet,0,2014,Kepler-289
Kepler-289 c,11.23,37.12,Ice Giant,1,2014,Kepler-289
Kepler-289 d,3.03,100.92,Proto Planet,0,2014,Kepler-289
Kepler-29 b,2.55,106.18,Proto Planet,1,2011,Kepler-29
Kepler-29 c,2.34,40.6,Chthonian Planet,1,2011,Kepler-29
Kepler-290 b,2.25,53.26,Ice Giant,0,2014,Kepler-290
Kepler-290 c,2.7,11.51,Gas Giant,0,2014,Kepler-290
Kepler-290 d,0.86,26.65,Ice Giant,0,2023,Kepler-290
Kepler-291 b,2.16,61.73,Ice Giant,0,2014,Kepler-291
Kepler-291 c,1.88,3.73,Gas Giant,0,2014,Kepler-291
Kepler-292 b,1.32,116.17,Dwarf Planet,0,2014,Kepler-292
Kepler-292 c,1.47,6.51,Gas Giant,1,2014,Kepler-292
Kepler-292 d,2.23,85.04,Dwarf Planet,0,2014,Kepler-292
Kepler-292 e,2.67,54.23,Chthonian Planet,1,2014,Kepler-292
Kepler-292 f,2.35,50.35,Proto Planet,1,2014,Kepler-292
Kepler-293 b,3.07,107.15,Ice Giant,1,2014,Kepler-293
Kepler-293 c,3.83,76.54,Gas Giant,1,2014,Kepler-293
Kepler-294 b,1.77,23.66,Chthonian Planet,0,2014,Kepler-294
Kepler-294 c,2.71,36.37,Garden World,0,2014,Kepler-294
Kepler-295 b,1.22,110.12,Proto Planet,1,2014,Kepler-295
Kepler-295 c,1.17,107.08,Gas Giant,1,2014,Kepler-295
Kepler-295 d,1.36,89.02,Gas Giant,1,2014,Kepler-295
Kepler-296 b,1.61,26.03,Ice Giant,1,2014,Kepler-296
Kepler-296 c,2,57.09,Dwarf Planet,1,2014,Kepler-296
Kepler-296 d,2.09,10.34,Garden World,0,2014,Kepler-296
Kepler-296 e,1.53,95.7,Ice Giant,1,2014,Kepler-296
Kepler-296 f,1.8,108.36,Gas Giant,0,2014,Kepler-296
Kepler-297 b,2.87,112.65,Chthonian Planet,1,2014,Kepler-297
Kepler-297 c,6.54,69.64,Dwarf Planet,1,2014,Kepler-297
Kepler-297 d,32.6,73.35,Ice Giant,1,2023,Kepler-297
Kepler-298 b,1.96,91.54,Proto Planet,0,2014,Kepler-298
Kepler-298 c,1.93,107.25,Dwarf Planet,0,2014,Kepler-298
Kepler-298 d,2.5,0.18,Proto Planet,1,2014,Kepler-298
Kepler-299 b,1.32,58.37,Proto Planet,1,2014,Kepler-299
Kepler-299 c,2.65,33.4,Proto Planet,1,2014,Kepler-299
Kepler-299 d,1.86,97.43,Gas Giant,1,2014,Kepler-299
Kepler-299 e,1.87,43.11,Gas Giant,0,2014,Kepler-299
Kepler-30 b,3.9,2.24,Gas Giant,1,2012,Kepler-30
Kepler-30 c,12.3,81.83,Dwarf Planet,1,2012,Kepler-30
Kepler-30 d,8.8,49.7,Garden World,1,2012,Kepler-30
Kepler-300 b,1.67,58.96,Garden World,0,2014,Kepler-300
Kepler-300 c,2.25,109.19,Chthonian Planet,0,2014,Kepler-300
Kepler-301 b,1.35,110.32,Dwarf Planet,0,2014,Kepler-301
Kepler-301 c,1.35,93.83,Dwarf Planet,1,2014,Kepler-301
Kepler-301 d,1.75,97.93,Proto Planet,1,2014,Kepler-301
Kepler-302 b,4.06,67.13,Proto Planet,1,2014,Kepler-302
Kepler-302 c,12.45,68.33,Ice Giant,1,2014,Kepler-302
Kepler-303 b,0.89,77.91,Ice Giant,0,2014,Kepler-303
Kepler-303 c,1.14,38.16,Proto Planet,0,2014,Kepler-303
Kepler-304 b,2.86,111.24,Gas Giant,1,2014,Kepler-304
Kepler-304 c,2.17,2.23,Dwarf Planet,0,2014,Kepler-304
Kepler-304 d,2.75,56.26,Ice Giant,1,2014,Kepler-304
Kepler-304 e,1.2,37.54,Proto Planet,0,2016,Kepler-304
Kepler-305 b,3.6,73.61,Gas Giant,0,2013,Kepler-305
Kepler-305 c,3.3,75.06,Proto Planet,1,2013,Kepler-305
Kepler-305 d,2.76,7.96,Gas Giant,0,2014,Kepler-305
Kepler-305 e,1.794,36.82,Proto Planet,1,2020,Kepler-305
Kepler-306 b,1.52,111.24,Ice Giant,1,2014,Kepler-306
Kepler-306 c,2.35,1.78,Garden World,0,2014,Kepler-306
Kepler-306 d,2.47,88.72,Chthonian Planet,0,2014,Kepler-306
Kepler-306 e,2.27,19.65,Proto Planet,0,2014,Kepler-306
Kepler-307 b,2.43,101.99,Dwarf Planet,1,2013,Kepler-307
Kepler-307 c,2.2,38.69,Garden World,1,2013,Kepler-307
Kepler-308 b,2.12,47.74,Ice Giant,0,2014,Kepler-308
Kepler-308 c,2.16,56.72,Gas Giant,1,2014,Kepler-308
Kepler-309 b,1.56,116.16,Proto Planet,1,2014,Kepler-309
Kepler-309 c,2.51,122.06,Chthonian Planet,0,2014,Kepler-309
Kepler-31 b,5.5,13.3,Proto Planet,1,2011,Kepler-31
Kepler-31 c,5.3,46.65,Dwarf Planet,0,2011,Kepler-31
Kepler-31 d,3.9,22.27,Dwarf Planet,0,2014,Kepler-31
Kepler-310 b,1.19,17.06,Ice Giant,0,2014,Kepler-310
Kepler-310 c,3.38,79.34,Chthonian Planet,0,2014,Kepler-310
Kepler-310 d,2.47,76.22,Ice Giant,1,2014,Kepler-310
Kepler-311 b,1.7,17.58,Dwarf Planet,0,2014,Kepler-311
Kepler-311 c,1.43,49.5,Gas Giant,0,2014,Kepler-311
Kepler-311 d,2.05,19.21,Ice Giant,0,2023,Kepler-311
Kepler-312 b,1.29,50.36,Gas Giant,1,2014,Kepler-312
Kepler-312 c,3.15,74.1,Ice Giant,0,2014,Kepler-312
Kepler-313 b,2.53,84.68,Proto Planet,0,2014,Kepler-313
Kepler-313 c,2.57,19.86,Gas Giant,1,2014,Kepler-313
Kepler-314 b,0.83,31.69,Garden World,1,2014,Kepler-314
Kepler-314 c,2.9,115.67,Chthonian Planet,1,2014,Kepler-314
Kepler-315 b,3.77,76.76,Gas Giant,1,2014,Kepler-315
Kepler-315 c,4.15,74.33,Proto Planet,0,2014,Kepler-315
Kepler-316 b,1.06,88.97,Dwarf Planet,1,2014,Kepler-316
Kepler-316 c,1.16,66.81,Gas Giant,0,2014,Kepler-316
Kepler-317 b,2.09,10.52,Proto Planet,1,2014,Kepler-317
Kepler-317 c,1.72,120.79,Dwarf Planet,1,2014,Kepler-317
Kepler-318 b,4.71,18.98,Gas Giant,0,2014,Kepler-318
Kepler-318 c,3.68,82.65,Ice Giant,0,2014,Kepler-318
Kepler-319 b,1.63,15.02,Dwarf Planet,1,2014,Kepler-319
Kepler-319 c,2.63,38.88,Chthonian Planet,1,2014,Kepler-319
Kepler-319 d,2.29,93.13,Gas Giant,1,2014,Kepler-319
Kepler-32 b,2.2,86.54,Ice Giant,1,2011,Kepler-32
Kepler-32 c,2,9.6,Garden World,0,2011,Kepler-32
Kepler-32 d,2.7,87.92,Ice Giant,1,2012,Kepler-32
Kepler-32 e,1.5,110.46,Gas Giant,1,2012,Kepler-32
Kepler-32 f,0.82,36.65,Ice Giant,0,2012,Kepler-32
Kepler-320 b,1.14,52.69,Proto Planet,0,2014,Kepler-320
Kepler-320 c,1.37,60.31,Garden World,1,2014,Kepler-320
Kepler-321 b,1.77,39.91,Proto Planet,0,2014,Kepler-321
Kepler-321 c,2.32,11.21,Dwarf Planet,1,2014,Kepler-321
Kepler-322 b,1.01,35.89,Gas Giant,1,2014,Kepler-322
Kepler-322 c,1.67,118.07,Gas Giant,0,2014,Kepler-322
Kepler-323 b,1.381,46.02,Ice Giant,0,2014,Kepler-323
Kepler-323 c,1.57,21.26,Dwarf Planet,1,2014,Kepler-323
Kepler-324 b,1.14,122.93,Ice Giant,0,2014,Kepler-324
Kepler-324 c,3.15,27.63,Proto Planet,0,2014,Kepler-324
Kepler-324 e,2.039,44,Dwarf Planet,0,2021,Kepler-324
Kepler-325 b,2.91,24.27,Chthonian Planet,1,2014,Kepler-325
Kepler-325 c,2.54,100.12,Proto Planet,1,2014,Kepler-325
Kepler-325 d,2.79,75.01,Proto Planet,1,2014,Kepler-325
Kepler-326 b,1.52,61.1,Proto Planet,1,2014,Kepler-326
Kepler-326 c,1.4,102.65,Dwarf Planet,1,2014,Kepler-326
Kepler-326 d,1.21,5.52,Gas Giant,0,2014,Kepler-326
Kepler-327 b,1.11,78.13,Proto Planet,1,2014,Kepler-327
Kepler-327 c,1.03,3.95,Proto Planet,0,2014,Kepler-327
Kepler-327 d,1.73,59.59,Dwarf Planet,1,2014,Kepler-327
Kepler-328 b,2.3,28.84,Gas Giant,1,2013,Kepler-328
Kepler-328 c,5.4,25.86,Gas Giant,1,2013,Kepler-328
Kepler-329 b,1.4,67.54,Gas Giant,1,2014,Kepler-329
Kepler-329 c,1.93,11.04,Gas Giant,0,2014,Kepler-329
Kepler-33 b,1.74,37.64,Proto Planet,0,2011,Kepler-33
Kepler-33 c,3.2,39.86,Dwarf Planet,1,2011,Kepler-33
Kepler-33 d,5.35,40.53,Proto Planet,1,2011,Kepler-33
Kepler-33 e,4.02,118.19,Gas Giant,0,2011,Kepler-33
Kepler-33 f,4.46,2.09,Gas Giant,0,2011,Kepler-33
Kepler-330 b,1.35,45.53,Gas Giant,1,2014,Kepler-330
Kepler-330 c,1.95,74.09,Proto Planet,1,2014,Kepler-330
Kepler-331 b,1.82,117.05,Proto Planet,0,2014,Kepler-331
Kepler-331 c,1.84,97.96,Garden World,1,2014,Kepler-331
Kepler-331 d,1.64,73.43,Proto Planet,1,2014,Kepler-331
Kepler-332 b,1.17,9.98,Chthonian Planet,1,2014,Kepler-332
Kepler-332 c,1.09,121.45,Proto Planet,0,2014,Kepler-332
Kepler-332 d,1.18,22.08,Chthonian Planet,1,2014,Kepler-332
Kepler-333 b,1.32,27.14,Ice Giant,1,2014,Kepler-333
Kepler-333 c,1.11,99.88,Proto Planet,0,2014,Kepler-333
Kepler-334 b,1.12,77.46,Gas Giant,0,2014,Kepler-334
Kepler-334 c,1.43,120.24,Proto Planet,1,2014,Kepler-334
Kepler-334 d,1.41,54.66,Ice Giant,1,2014,Kepler-334
Kepler-335 b,3.39,47.05,Gas Giant,1,2014,Kepler-335
Kepler-335 c,3.07,113,Ice Giant,1,2014,Kepler-335
Kepler-336 b,1.02,26.09,Gas Giant,1,2014,Kepler-336
Kepler-336 c,2.1,14.68,Ice Giant,0,2014,Kepler-336
Kepler-336 d,2.37,0.88,Proto Planet,0,2014,Kepler-336
Kepler-337 b,1.54,61.03,Dwarf Planet,0,2014,Kepler-337
Kepler-337 c,2.05,94.35,Gas Giant,0,2014,Kepler-337
Kepler-338 b,2.44,11.41,Dwarf Planet,1,2014,Kepler-338
Kepler-338 c,2.34,2.77,Dwarf Planet,1,2014,Kepler-338
Kepler-338 d,3,69.67,Garden World,0,2014,Kepler-338
Kepler-338 e,1.56,57.57,Ice Giant,1,2014,Kepler-338
Kepler-339 b,1.42,59.35,Ice Giant,0,2014,Kepler-339
Kepler-339 c,1.15,18.74,Proto Planet,1,2014,Kepler-339
Kepler-339 d,1.17,5.56,Garden World,1,2014,Kepler-339
Kepler-34 b,8.564,11.37,Dwarf Planet,0,2011,Kepler-34
Kepler-340 b,2.53,91.69,Proto Planet,1,2014,Kepler-340
Kepler-340 c,3.37,65.56,Gas Giant,1,2014,Kepler-340
Kepler-341 b,1.18,96.63,Chthonian Planet,1,2014,Kepler-341
Kepler-341 c,1.7,2.24,Gas Giant,0,2014,Kepler-341
Kepler-341 d,1.85,45.44,Gas Giant,0,2014,Kepler-341
Kepler-341 e,1.99,47.65,Gas Giant,0,2014,Kepler-341
Kepler-342 b,2.25,50.92,Ice Giant,1,2014,Kepler-342
Kepler-342 c,1.96,92.33,Garden World,0,2014,Kepler-342
Kepler-342 d,2.49,12.39,Chthonian Planet,0,2014,Kepler-342
Kepler-342 e,0.88,67.56,Chthonian Planet,1,2016,Kepler-342
Kepler-343 b,2.41,4.3,Gas Giant,1,2014,Kepler-343
Kepler-343 c,2.02,90.41,Ice Giant,0,2014,Kepler-343
Kepler-344 b,2.61,38.41,Garden World,0,2014,Kepler-344
Kepler-344 c,2.95,66.27,Gas Giant,1,2014,Kepler-344
Kepler-345 b,0.74,29.34,Chthonian Planet,0,2014,Kepler-345
Kepler-345 c,1.2,48.87,Dwarf Planet,1,2014,Kepler-345
Kepler-346 b,2.66,42.99,Proto Planet,0,2014,Kepler-346
Kepler-346 c,3.07,37.98,Proto Planet,1,2014,Kepler-346
Kepler-347 b,1.97,55.54,Dwarf Planet,0,2014,Kepler-347
Kepler-347 c,1.75,102.63,Chthonian Planet,1,2014,Kepler-347
Kepler-347 d,3.04,8.41,Gas Giant,0,2023,Kepler-347
Kepler-348 b,1.52,66.62,Ice Giant,1,2014,Kepler-348
Kepler-348 c,1.33,119.34,Ice Giant,0,2014,Kepler-348
Kepler-349 b,1.9,49.02,Ice Giant,1,2014,Kepler-349
Kepler-349 c,1.96,107.73,Proto Planet,0,2014,Kepler-349
Kepler-35 b,8.16,16.87,Dwarf Planet,1,2011,Kepler-35
Kepler-350 b,1.85,5.61,Gas Giant,0,2014,Kepler-350
Kepler-350 c,3.1,5.41,Gas Giant,1,2013,Kepler-350
Kepler-350 d,2.8,112.62,Ice Giant,0,2013,Kepler-350
Kepler-351 b,3.06,87.11,Chthonian Planet,1,2014,Kepler-351
Kepler-351 c,3.19,94.15,Proto Planet,1,2014,Kepler-351
Kepler-351 d,2.72,46.7,Chthonian Planet,1,2016,Kepler-351
Kepler-352 b,0.86,21.31,Proto Planet,1,2014,Kepler-352
Kepler-352 c,1.24,54.59,Ice Giant,1,2014,Kepler-352
Kepler-352 d,0.806,42.53,Dwarf Planet,1,2021,Kepler-352
Kepler-353 b,0.89,118.19,Gas Giant,1,2014,Kepler-353
Kepler-353 c,1.38,33.57,Ice Giant,0,2014,Kepler-353
Kepler-354 b,1.84,53.74,Ice Giant,1,2014,Kepler-354
Kepler-354 c,1.31,41.67,Chthonian Planet,0,2014,Kepler-354
Kepler-354 d,1.24,47.16,Gas Giant,0,2014,Kepler-354
Kepler-355 b,1.46,115.09,Dwarf Planet,0,2014,Kepler-355
Kepler-355 c,2.71,54.59,Gas Giant,0,2014,Kepler-355
Kepler-356 b,1.57,119.59,Garden World,1,2014,Kepler-356
Kepler-356 c,1.81,90.3,Garden World,0,2014,Kepler-356
Kepler-357 b,1.84,71.45,Proto Planet,0,2014,Kepler-357
Kepler-357 c,2.67,97.16,Gas Giant,1,2014,Kepler-357
Kepler-357 d,3.43,30.81,Gas Giant,0,2014,Kepler-357
Kepler-358 b,2.72,12.23,Ice Giant,1,2014,Kepler-358
Kepler-358 c,2.85,17.86,Chthonian Planet,1,2014,Kepler-358
Kepler-359 b,3.53,95.82,Dwarf Planet,0,2014,Kepler-359
Kepler-359 c,4.3,57.22,Proto Planet,1,2014,Kepler-359
Kepler-359 d,4.01,97.16,Ice Giant,0,2014,Kepler-359
Kepler-36 b,1.498,53.18,Dwarf Planet,0,2012,Kepler-36
Kepler-36 c,3.679,50.98,Gas Giant,0,2012,Kepler-36
Kepler-360 b,1.65,38.48,Ice Giant,0,2014,Kepler-360
Kepler-360 c,2.1,122.31,Garden World,1,2014,Kepler-360
Kepler-361 b,1.45,116.95,Proto Planet,1,2014,Kepler-361
Kepler-361 c,2.52,119.97,Ice Giant,0,2014,Kepler-361
Kepler-362 b,0.88,24.64,Proto Planet,1,2014,Kepler-362
Kepler-362 c,1.45,39.17,Dwarf Planet,0,2014,Kepler-362
Kepler-363 b,1.16,68.92,Ice Giant,0,2014,Kepler-363
Kepler-363 c,1.69,115.17,Chthonian Planet,0,2014,Kepler-363
Kepler-363 d,2.05,118.1,Dwarf Planet,0,2014,Kepler-363
Kepler-364 b,1.55,44.36,Gas Giant,1,2014,Kepler-364
Kepler-364 c,2.15,100.51,Chthonian Planet,0,2014,Kepler-364
Kepler-365 b,2.04,43.47,Proto Planet,1,2014,Kepler-365
Kepler-365 c,1.64,35.89,Proto Planet,0,2014,Kepler-365
Kepler-366 b,1.46,13.59,Dwarf Planet,0,2014,Kepler-366
Kepler-366 c,1.79,88.69,Chthonian Planet,0,2014,Kepler-366
Kepler-367 b,1.3,91.96,Proto Planet,1,2014,Kepler-367
Kepler-367 c,1.2,63.5,Dwarf Planet,0,2014,Kepler-367
Kepler-368 b,3.26,106.6,Garden World,1,2014,Kepler-368
Kepler-368 c,3.88,39.46,Dwarf Planet,1,2014,Kepler-368
Kepler-369 b,1.13,26.05,Dwarf Planet,0,2014,Kepler-369
Kepler-369 c,1.41,9.79,Dwarf Planet,1,2014,Kepler-369
Kepler-37 b,0.31,5.77,Gas Giant,1,2013,Kepler-37
Kepler-37 c,0.755,19.08,Chthonian Planet,0,2013,Kepler-37
Kepler-37 d,2.03,56.05,Proto Planet,0,2013,Kepler-37
Kepler-37 e,0.37,82.14,Ice Giant,0,2014,Kepler-37
Kepler-370 b,1.59,57.09,Dwarf Planet,0,2014,Kepler-370
Kepler-370 c,1.91,108.6,Proto Planet,1,2014,Kepler-370
Kepler-371 b,1.89,85.02,Dwarf Planet,0,2014,Kepler-371
Kepler-371 c,1.78,87.1,Chthonian Planet,0,2014,Kepler-371
Kepler-372 b,1.36,103.05,Ice Giant,1,2014,Kepler-372
Kepler-372 c,2.09,38.17,Proto Planet,0,2014,Kepler-372
Kepler-372 d,1.69,117.94,Gas Giant,0,2014,Kepler-372
Kepler-373 b,1.36,34.29,Proto Planet,0,2014,Kepler-373
Kepler-373 c,1.24,9.51,Ice Giant,0,2014,Kepler-373
Kepler-374 b,1.03,14.28,Proto Planet,1,2014,Kepler-374
Kepler-374 c,1.1,93.63,Proto Planet,1,2014,Kepler-374
Kepler-374 d,1.31,104.85,Gas Giant,1,2014,Kepler-374
Kepler-375 b,1.45,70.33,Dwarf Planet,1,2014,Kepler-375
Kepler-375 c,2.65,25,Gas Giant,1,2014,Kepler-375
Kepler-376 b,1.07,45.65,Garden World,1,2014,Kepler-376
Kepler-376 c,1.79,4.17,Gas Giant,0,2014,Kepler-376
Kepler-377 b,1.39,42.78,Proto Planet,1,2014,Kepler-377
Kepler-377 c,2.06,111.19,Ice Giant,0,2014,Kepler-377
Kepler-378 b,0.75,17.61,Gas Giant,1,2014,Kepler-378
Kepler-378 c,0.7,31.22,Ice Giant,0,2014,Kepler-378
Kepler-379 b,1.66,78.26,Gas Giant,0,2014,Kepler-379
Kepler-379 c,2.29,84.93,Dwarf Planet,0,2014,Kepler-379
Kepler-38 b,4.3,102.53,Chthonian Planet,1,2012,Kepler-38
Kepler-380 b,1.19,95.77,Chthonian Planet,1,2014,Kepler-380
Kepler-380 c,1.27,71.99,Gas Giant,0,2014,Kepler-380
Kepler-381 b,0.99,119.64,Gas Giant,0,2014,Kepler-381
Kepler-381 c,1.12,117.6,Gas Giant,1,2014,Kepler-381
Kepler-381 d,1.067,63.69,Ice Giant,0,2021,Kepler-381
Kepler-382 b,1.32,74.95,Gas Giant,0,2014,Kepler-382
Kepler-382 c,1.59,101.12,Ice Giant,1,2014,Kepler-382
Kepler-383 b,1.32,96.71,Proto Planet,0,2014,Kepler-383
Kepler-383 c,1.24,119.9,Ice Giant,1,2014,Kepler-383
Kepler-384 b,1.12,82.85,Gas Giant,1,2014,Kepler-384
Kepler-384 c,1.13,72.4,Proto Planet,1,2014,Kepler-384
Kepler-385 b,2.73,78.68,Gas Giant,1,2014,Kepler-385
Kepler-385 c,3.04,91.76,Dwarf Planet,0,2014,Kepler-385
Kepler-385 d,2.619,77.69,Proto Planet,1,2020,Kepler-385
Kepler-386 b,1.39,75.34,Proto Planet,0,2014,Kepler-386
Kepler-386 c,1.58,111.34,Dwarf Planet,1,2014,Kepler-386
Kepler-387 b,1.03,35.84,Ice Giant,0,2014,Kepler-387
Kepler-387 c,0.89,101.57,Proto Planet,0,2014,Kepler-387
Kepler-388 b,0.81,35.07,Dwarf Planet,0,2014,Kepler-388
Kepler-388 c,0.86,115.91,Chthonian Planet,1,2014,Kepler-388
Kepler-389 b,1.51,61.97,Proto Planet,1,2014,Kepler-389
Kepler-389 c,1.46,104.89,Dwarf Planet,1,2014,Kepler-389
Kepler-39 b,13.9,49.51,Gas Giant,1,2011,Kepler-39
Kepler-390 b,0.82,72.38,Proto Planet,1,2014,Kepler-390
Kepler-390 c,0.79,119.17,Ice Giant,0,2014,Kepler-390
Kepler-391 b,3.2,67.66,Gas Giant,0,2014,Kepler-391
Kepler-391 c,3.54,38.47,Gas Giant,0,2014,Kepler-391
Kepler-392 b,1,26.28,Gas Giant,0,2014,Kepler-392
Kepler-392 c,1.1,74.14,Ice Giant,0,2014,Kepler-392
Kepler-393 b,1.29,57.89,Gas Giant,1,2014,Kepler-393
Kepler-393 c,1.33,106.2,Ice Giant,0,2014,Kepler-393
Kepler-394 b,1.6,99.62,Proto Planet,0,2014,Kepler-394
Kepler-394 c,1.66,108.55,Proto Planet,0,2014,Kepler-394
Kepler-394 d,1.501,103.26,Proto Planet,1,2021,Kepler-394
Kepler-395 b,1.03,92.14,Ice Giant,1,2014,Kepler-395
Kepler-395 c,1.32,84.38,Ice Giant,0,2014,Kepler-395
Kepler-396 b,3.5,18.79,Chthonian Planet,1,2013,Kepler-396
Kepler-396 c,5.3,101.9,Gas Giant,1,2013,Kepler-396
Kepler-397 b,2.46,121.07,Proto Planet,0,2014,Kepler-397
Kepler-397 c,6.18,121.63,Dwarf Planet,0,2014,Kepler-397
Kepler-398 b,0.93,63.95,Dwarf Planet,0,2014,Kepler-398
Kepler-398 c,1.01,69.92,Proto Planet,1,2014,Kepler-398
Kepler-398 d,0.88,76.47,Gas Giant,1,2016,Kepler-398
Kepler-399 b,0.96,41.1,Dwarf Planet,0,2014,Kepler-399
Kepler-399 c,1.43,36.34,Gas Giant,0,2014,Kepler-399
