Planet Name,Biome,Phylum
Kepler-1526 b,Boreal,Arthropoda
Kepler-1527 b,Desert,Arthropoda
Kepler-1528 b,Desert,Nematoda
Kepler-1529 b,Temperate,Platyhelminthes
Kepler-153 b,Alpine,Annelida
Kepler-153 c,Swamp,Arthropoda
Kepler-1530 b,Tundra,Platyhelminthes
Kepler-1530 c,Marshland,Porifera
Kepler-1530 d,Boreal,Arthropoda
Kepler-1531 b,Scarlet,Echinodermata
Kepler-1532 b,Scarlet,Bryophyta
Kepler-1533 b,Tropical,Echinodermata
Kepler-1534 b,Scarlet,Porifera
Kepler-1535 b,Desert,Arthropoda
Kepler-1536 b,Scarlet,Angiospermae
Kepler-1537 b,Scarlet,Nematoda
Kepler-1538 b,Tropical,Arthropoda
Kepler-1539 b,Boreal,Platyhelminthes
Kepler-154 b,Tropical,Mollusca
Kepler-154 c,Tropical,Annelida
Kepler-154 d,Tropical,Arthropoda
Kepler-154 e,Desert,Annelida
Kepler-154 f,Marshland,Mollusca
Kepler-1540 b,Boreal,Pteridophyta
Kepler-1541 b,Desert,Bryophyta
Kepler-1542 b,Nemoral,Mollusca
Kepler-1542 c,Alpine,Echinodermata
Kepler-1542 d,Scarlet,Platyhelminthes
Kepler-1542 e,Nemoral,Nematoda
Kepler-1543 b,Alpine,Nematoda
Kepler-1544 b,Temperate,Nematoda
Kepler-1545 b,Nemoral,Echinodermata
Kepler-1546 b,Tropical,Pteridophyta
Kepler-1547 b,Tundra,Cnidaria
Kepler-1548 b,Temperate,Pteridophyta
Kepler-1549 b,Tropical,Cnidaria
Kepler-155 b,Temperate,Chordata
Kepler-155 c,Swamp,Platyhelminthes
Kepler-1550 b,Nemoral,Mollusca
Kepler-1551 b,Desert,Chordata
Kepler-1552 b,Marshland,Cnidaria
Kepler-1553 b,Swamp,Echinodermata
Kepler-1554 b,Alpine,Angiospermae
Kepler-1555 b,Marshland,Arthropoda
Kepler-1556 b,Desert,Nematoda
Kepler-1557 b,Boreal,Porifera
Kepler-1558 b,Alpine,Annelida
Kepler-1559 b,Alpine,Platyhelminthes
Kepler-156 b,Scarlet,Bryophyta
Kepler-156 c,Scarlet,Arthropoda
Kepler-1560 b,Temperate,Platyhelminthes
Kepler-1561 b,Nemoral,Cnidaria
Kepler-1562 b,Desert,Cnidaria
Kepler-1563 b,Swamp,Angiospermae
Kepler-1564 b,Marshland,Annelida
Kepler-1565 b,Boreal,Bryophyta
Kepler-1566 b,Alpine,Cnidaria
Kepler-1567 b,Marshland,Bryophyta
Kepler-1568 b,Boreal,Bryophyta
Kepler-1569 b,Tropical,Pteridophyta
Kepler-157 b,Boreal,Arthropoda
Kepler-157 c,Desert,Pteridophyta
Kepler-157 d,Nemoral,Pteridophyta
Kepler-1570 b,Alpine,Porifera
Kepler-1571 b,Nemoral,Chordata
Kepler-1572 b,Desert,Annelida
Kepler-1573 b,Boreal,Bryophyta
Kepler-1574 b,Tundra,Cnidaria
Kepler-1575 b,Temperate,Platyhelminthes
Kepler-1576 b,Swamp,Porifera
Kepler-1577 b,Tundra,Mollusca
Kepler-1578 b,Scarlet,Echinodermata
Kepler-1579 b,Temperate,Porifera
Kepler-158 b,Nemoral,Cnidaria
Kepler-158 c,Swamp,Pteridophyta
Kepler-158 d,Boreal,Annelida
Kepler-1580 b,Desert,Angiospermae
Kepler-1581 b,Nemoral,Mollusca
Kepler-1582 b,Tundra,Nematoda
Kepler-1583 b,Nemoral,Mollusca
Kepler-1584 b,Scarlet,Pteridophyta
Kepler-1585 b,Temperate,Angiospermae
Kepler-1586 b,Desert,Pteridophyta
Kepler-1587 b,Tropical,Pteridophyta
Kepler-1588 b,Alpine,Echinodermata
Kepler-1589 b,Scarlet,Echinodermata
Kepler-159 b,Boreal,Platyhelminthes
Kepler-159 c,Scarlet,Pteridophyta
Kepler-1590 b,Tropical,Pteridophyta
Kepler-1591 b,Marshland,Annelida
Kepler-1592 b,Desert,Arthropoda
Kepler-1593 b,Scarlet,Angiospermae
Kepler-1594 b,Alpine,Mollusca
Kepler-1595 b,Tropical,Arthropoda
Kepler-1596 b,Tropical,Chordata
Kepler-1597 b,Swamp,Chordata
Kepler-1598 b,Tropical,Cnidaria
Kepler-1599 b,Scarlet,Angiospermae
Kepler-16 b,Desert,Mollusca
Kepler-160 b,Tropical,Porifera
Kepler-160 c,Desert,Echinodermata
Kepler-160 d,Desert,Pteridophyta
Kepler-1600 b,Tundra,Cnidaria
Kepler-1600 c,Scarlet,Nematoda
Kepler-1601 b,Alpine,Chordata
Kepler-1602 b,Alpine,Arthropoda
Kepler-1603 b,Temperate,Mollusca
Kepler-1604 b,Marshland,Mollusca
Kepler-1605 b,Alpine,Annelida
Kepler-1606 b,Marshland,Bryophyta
Kepler-1607 b,Desert,Arthropoda
Kepler-1608 b,Tundra,Platyhelminthes
Kepler-1609 b,Alpine,Platyhelminthes
Kepler-161 b,Tropical,Mollusca
Kepler-161 c,Swamp,Nematoda
Kepler-1610 b,Tundra,Mollusca
Kepler-1610 c,Tropical,Angiospermae
Kepler-1611 b,Boreal,Cnidaria
Kepler-1612 b,Boreal,Nematoda
Kepler-1613 b,Tropical,Annelida
Kepler-1614 b,Scarlet,Bryophyta
Kepler-1615 b,Boreal,Mollusca
Kepler-1616 b,Tropical,Pteridophyta
Kepler-1617 b,Desert,Chordata
Kepler-1618 b,Boreal,Bryophyta
Kepler-1619 b,Tundra,Mollusca
Kepler-162 b,Swamp,Echinodermata
Kepler-162 c,Alpine,Bryophyta
Kepler-1620 b,Scarlet,Mollusca
Kepler-1621 b,Nemoral,Annelida
Kepler-1622 b,Nemoral,Arthropoda
Kepler-1623 b,Scarlet,Mollusca
Kepler-1624 b,Scarlet,Angiospermae
Kepler-1625 b,Desert,Nematoda
Kepler-1626 b,Nemoral,Cnidaria
Kepler-1627 b,Scarlet,Arthropoda
Kepler-1628 b,Swamp,Cnidaria
Kepler-1629 b,Scarlet,Cnidaria
Kepler-163 b,Scarlet,Arthropoda
Kepler-163 c,Swamp,Arthropoda
Kepler-1630 b,Tundra,Angiospermae
Kepler-1631 b,Swamp,Angiospermae
Kepler-1632 b,Tropical,Cnidaria
Kepler-1633 b,Temperate,Echinodermata
Kepler-1634 b,Scarlet,Bryophyta
Kepler-1635 b,Scarlet,Annelida
Kepler-1636 b,Scarlet,Nematoda
Kepler-1637 b,Scarlet,Pteridophyta
Kepler-1638 b,Desert,Nematoda
Kepler-1639 b,Scarlet,Porifera
Kepler-164 b,Temperate,Pteridophyta
Kepler-164 c,Swamp,Cnidaria
Kepler-164 d,Tropical,Chordata
Kepler-164 e,Desert,Nematoda
Kepler-1640 b,Boreal,Mollusca
Kepler-1641 b,Desert,Bryophyta
Kepler-1641 c,Tundra,Angiospermae
Kepler-1642 b,Desert,Platyhelminthes
Kepler-1642 c,Tundra,Echinodermata
Kepler-1643 b,Scarlet,Echinodermata
Kepler-1644 b,Tropical,Chordata
Kepler-1645 b,Tropical,Bryophyta
Kepler-1646 b,Marshland,Annelida
Kepler-1647 b,Marshland,Annelida
Kepler-1649 b,Boreal,Mollusca
Kepler-1649 c,Marshland,Arthropoda
Kepler-165 b,Boreal,Cnidaria
Kepler-165 c,Scarlet,Pteridophyta
Kepler-1650 b,Tundra,Annelida
Kepler-1651 b,Swamp,Echinodermata
Kepler-1652 b,Scarlet,Arthropoda
Kepler-1653 b,Alpine,Echinodermata
Kepler-1654 b,Scarlet,Annelida
Kepler-1655 b,Alpine,Platyhelminthes
Kepler-1656 b,Tundra,Arthropoda
Kepler-1656 c,Temperate,Nematoda
Kepler-1658 b,Scarlet,Mollusca
Kepler-166 b,Scarlet,Pteridophyta
Kepler-166 c,Tundra,Pteridophyta
Kepler-166 d,Desert,Annelida
Kepler-1660 AB b,Alpine,Annelida
Kepler-1661 b,Scarlet,Platyhelminthes
Kepler-1663 b,Tundra,Platyhelminthes
Kepler-1664 b,Tropical,Mollusca
Kepler-1665 b,Desert,Mollusca
Kepler-1666 b,Swamp,Arthropoda
Kepler-1666 c,Boreal,Platyhelminthes
Kepler-1667 b,Alpine,Cnidaria
Kepler-1668 b,Alpine,Nematoda
Kepler-1669 b,Tropical,Chordata
Kepler-1669 c,Tundra,Cnidaria
Kepler-1669 d,Boreal,Platyhelminthes
Kepler-167 b,Scarlet,Nematoda
Kepler-167 c,Tropical,Nematoda
Kepler-167 d,Swamp,Cnidaria
Kepler-167 e,Alpine,Arthropoda
Kepler-1670 b,Swamp,Platyhelminthes
Kepler-1671 b,Swamp,Angiospermae
Kepler-1672 b,Swamp,Bryophyta
Kepler-1673 b,Swamp,Bryophyta
Kepler-1674 b,Scarlet,Chordata
Kepler-1675 b,Tropical,Mollusca
Kepler-1676 b,Boreal,Pteridophyta
Kepler-1677 b,Marshland,Arthropoda
Kepler-1678 b,Scarlet,Angiospermae
Kepler-1679 b,Tundra,Platyhelminthes
Kepler-168 b,Alpine,Arthropoda
Kepler-168 c,Tundra,Pteridophyta
Kepler-1680 b,Scarlet,Bryophyta
Kepler-1681 b,Boreal,Platyhelminthes
Kepler-1682 b,Marshland,Platyhelminthes
Kepler-1683 b,Tundra,Echinodermata
Kepler-1684 b,Alpine,Arthropoda
Kepler-1685 b,Scarlet,Porifera
Kepler-1686 b,Marshland,Angiospermae
Kepler-1687 b,Nemoral,Platyhelminthes
Kepler-1688 b,Desert,Annelida
Kepler-1689 b,Scarlet,Echinodermata
Kepler-169 b,Alpine,Cnidaria
Kepler-169 c,Temperate,Porifera
Kepler-169 d,Temperate,Pteridophyta
Kepler-169 e,Tundra,Pteridophyta
Kepler-169 f,Scarlet,Nematoda
Kepler-1690 b,Tropical,Porifera
Kepler-1691 b,Swamp,Bryophyta
Kepler-1692 b,Tundra,Mollusca
Kepler-1693 b,Tundra,Porifera
Kepler-1693 c,Scarlet,Mollusca
Kepler-1694 b,Swamp,Annelida
Kepler-1695 b,Tundra,Angiospermae
Kepler-1696 b,Alpine,Pteridophyta
Kepler-1697 b,Scarlet,Bryophyta
Kepler-1698 b,Tropical,Bryophyta
Kepler-1699 b,Temperate,Bryophyta
Kepler-17 b,Boreal,Chordata
Kepler-170 b,Desert,Echinodermata
Kepler-170 c,Boreal,Arthropoda
Kepler-1700 b,Swamp,Bryophyta
Kepler-1701 b,Alpine,Platyhelminthes
Kepler-1702 b,Tundra,Echinodermata
Kepler-1704 b,Temperate,Angiospermae
Kepler-1705 b,Marshland,Arthropoda
Kepler-1705 c,Nemoral,Annelida
Kepler-1708 b,Marshland,Porifera
Kepler-1709 b,Scarlet,Angiospermae
Kepler-171 b,Tropical,Bryophyta
Kepler-171 c,Marshland,Pteridophyta
Kepler-171 d,Scarlet,Echinodermata
Kepler-1710 b,Swamp,Cnidaria
Kepler-1711 b,Nemoral,Cnidaria
Kepler-1712 b,Tropical,Annelida
Kepler-1713 b,Temperate,Porifera
Kepler-1714 b,Swamp,Mollusca
Kepler-1715 b,Swamp,Cnidaria
Kepler-1716 b,Marshland,Cnidaria
Kepler-1717 b,Marshland,Nematoda
Kepler-1718 b,Tundra,Nematoda
Kepler-1719 b,Desert,Arthropoda
Kepler-172 b,Marshland,Chordata
Kepler-172 c,Tropical,Mollusca
Kepler-172 d,Tropical,Annelida
Kepler-172 e,Desert,Echinodermata
Kepler-1720 b,Alpine,Arthropoda
Kepler-1721 b,Tundra,Annelida
Kepler-1722 b,Swamp,Cnidaria
Kepler-1723 b,Alpine,Pteridophyta
Kepler-1724 b,Scarlet,Echinodermata
Kepler-1725 b,Alpine,Chordata
Kepler-1726 b,Desert,Mollusca
Kepler-1727 b,Boreal,Chordata
Kepler-1728 b,Alpine,Platyhelminthes
Kepler-1729 b,Alpine,Nematoda
Kepler-173 b,Desert,Pteridophyta
Kepler-173 c,Temperate,Echinodermata
Kepler-1730 b,Temperate,Pteridophyta
Kepler-1731 b,Tropical,Nematoda
Kepler-1732 b,Desert,Mollusca
Kepler-1733 b,Swamp,Platyhelminthes
Kepler-1734 b,Desert,Cnidaria
Kepler-1735 b,Tropical,Annelida
Kepler-1736 b,Boreal,Pteridophyta
Kepler-1737 b,Swamp,Arthropoda
Kepler-1738 b,Alpine,Nematoda
Kepler-1739 b,Swamp,Platyhelminthes
Kepler-174 b,Alpine,Chordata
Kepler-174 c,Desert,Cnidaria
Kepler-174 d,Tundra,Cnidaria
Kepler-1740 b,Alpine,Cnidaria
Kepler-1741 b,Marshland,Mollusca
Kepler-1742 b,Nemoral,Chordata
Kepler-1743 b,Tropical,Annelida
Kepler-1744 b,Tropical,Platyhelminthes
Kepler-1745 b,Scarlet,Cnidaria
Kepler-1746 b,Tropical,Echinodermata
Kepler-1747 b,Swamp,Angiospermae
Kepler-1748 b,Temperate,Platyhelminthes
Kepler-1749 b,Alpine,Nematoda
Kepler-175 b,Tundra,Echinodermata
Kepler-175 c,Tropical,Angiospermae
Kepler-1750 b,Swamp,Annelida
Kepler-1751 b,Desert,Angiospermae
Kepler-1752 b,Marshland,Arthropoda
Kepler-1753 b,Tundra,Angiospermae
Kepler-1754 b,Boreal,Chordata
Kepler-1755 b,Desert,Chordata
Kepler-1756 b,Marshland,Arthropoda
Kepler-1757 b,Nemoral,Arthropoda
Kepler-1758 b,Tropical,Porifera
Kepler-1759 b,Tundra,Pteridophyta
Kepler-176 b,Scarlet,Pteridophyta
Kepler-176 c,Scarlet,Arthropoda
Kepler-176 d,Boreal,Platyhelminthes
Kepler-176 e,Marshland,Annelida
Kepler-1760 b,Scarlet,Cnidaria
Kepler-1761 b,Boreal,Pteridophyta
Kepler-1762 b,Alpine,Annelida
Kepler-1763 b,Boreal,Pteridophyta
Kepler-1764 b,Alpine,Pteridophyta
Kepler-1765 b,Alpine,Mollusca
Kepler-1766 b,Swamp,Angiospermae
Kepler-1767 b,Boreal,Bryophyta
Kepler-1768 b,Swamp,Echinodermata
Kepler-1769 b,Scarlet,Platyhelminthes
Kepler-177 b,Desert,Bryophyta
Kepler-177 c,Alpine,Bryophyta
Kepler-1770 b,Scarlet,Echinodermata
Kepler-1771 b,Swamp,Annelida
Kepler-1772 b,Temperate,Annelida
Kepler-1773 b,Tundra,Annelida
Kepler-1774 b,Swamp,Arthropoda
Kepler-1775 b,Swamp,Porifera
Kepler-1776 b,Tundra,Echinodermata
Kepler-1777 b,Desert,Arthropoda
Kepler-1778 b,Desert,Arthropoda
Kepler-1779 b,Tropical,Pteridophyta
Kepler-178 b,Tropical,Mollusca
Kepler-178 c,Desert,Cnidaria
Kepler-178 d,Tropical,Arthropoda
Kepler-1780 b,Tropical,Chordata
Kepler-1781 b,Desert,Arthropoda
Kepler-1782 b,Tropical,Chordata
Kepler-1783 b,Swamp,Bryophyta
Kepler-1784 b,Temperate,Cnidaria
Kepler-1785 b,Swamp,Platyhelminthes
Kepler-1786 b,Boreal,Platyhelminthes
Kepler-1787 b,Alpine,Arthropoda
Kepler-1788 b,Tundra,Mollusca
Kepler-1789 b,Marshland,Arthropoda
Kepler-179 b,Tundra,Bryophyta
Kepler-179 c,Scarlet,Pteridophyta
Kepler-1790 b,Swamp,Bryophyta
Kepler-1791 b,Marshland,Echinodermata
Kepler-1792 b,Swamp,Chordata
Kepler-1793 b,Swamp,Chordata
Kepler-1794 b,Marshland,Bryophyta
Kepler-1795 b,Alpine,Chordata
Kepler-1796 b,Tundra,Cnidaria
Kepler-1797 b,Tundra,Arthropoda
Kepler-1798 b,Boreal,Nematoda
Kepler-1799 b,Desert,Annelida
Kepler-18 b,Boreal,Chordata
Kepler-18 c,Desert,Mollusca
Kepler-18 d,Scarlet,Annelida
Kepler-180 b,Boreal,Mollusca
Kepler-180 c,Swamp,Cnidaria
Kepler-1800 b,Temperate,Nematoda
Kepler-1801 b,Boreal,Echinodermata
Kepler-1801 c,Tundra,Pteridophyta
Kepler-1802 b,Nemoral,Chordata
Kepler-1802 c,Swamp,Chordata
Kepler-1804 b,Desert,Cnidaria
Kepler-1805 b,Boreal,Annelida
Kepler-1806 b,Desert,Bryophyta
Kepler-1807 b,Tropical,Arthropoda
Kepler-1808 b,Swamp,Annelida
Kepler-1809 b,Boreal,Annelida
Kepler-181 b,Scarlet,Chordata
Kepler-181 c,Temperate,Annelida
Kepler-1810 b,Marshland,Chordata
Kepler-1811 b,Scarlet,Porifera
Kepler-1812 b,Tropical,Mollusca
Kepler-1813 b,Alpine,Echinodermata
Kepler-1814 b,Swamp,Angiospermae
Kepler-1814 c,Desert,Porifera
Kepler-1815 b,Temperate,Echinodermata
Kepler-1816 b,Swamp,Annelida
Kepler-1817 b,Boreal,Chordata
Kepler-1818 b,Tropical,Cnidaria
Kepler-1819 b,Scarlet,Platyhelminthes
Kepler-182 b,Desert,Bryophyta
Kepler-182 c,Scarlet,Chordata
Kepler-1820 b,Desert,Pteridophyta
Kepler-1821 b,Desert,Echinodermata
Kepler-1822 b,Boreal,Platyhelminthes
Kepler-1823 b,Scarlet,Chordata
Kepler-1824 b,Swamp,Porifera
Kepler-1825 b,Tropical,Mollusca
Kepler-1826 b,Tundra,Platyhelminthes
Kepler-1827 b,Swamp,Arthropoda
Kepler-1828 b,Scarlet,Pteridophyta
Kepler-1829 b,Scarlet,Arthropoda
Kepler-183 b,Marshland,Echinodermata
Kepler-183 c,Scarlet,Arthropoda
Kepler-1830 b,Swamp,Annelida
Kepler-1831 b,Boreal,Pteridophyta
Kepler-1832 b,Tundra,Arthropoda
Kepler-1833 b,Swamp,Cnidaria
Kepler-1834 b,Desert,Nematoda
Kepler-1834 c,Temperate,Annelida
Kepler-1835 b,Tundra,Mollusca
Kepler-1836 b,Tropical,Mollusca
Kepler-1837 b,Boreal,Nematoda
Kepler-1838 b,Scarlet,Bryophyta
Kepler-1839 b,Boreal,Nematoda
Kepler-184 b,Marshland,Pteridophyta
Kepler-184 c,Tropical,Annelida
Kepler-184 d,Scarlet,Arthropoda
Kepler-1840 b,Alpine,Annelida
Kepler-1841 b,Scarlet,Arthropoda
Kepler-1842 b,Marshland,Platyhelminthes
Kepler-1843 b,Alpine,Echinodermata
Kepler-1844 b,Scarlet,Pteridophyta
Kepler-1845 b,Temperate,Chordata
Kepler-1846 b,Alpine,Chordata
Kepler-1847 b,Tropical,Angiospermae
Kepler-1848 b,Scarlet,Echinodermata
Kepler-1849 b,Tundra,Mollusca
Kepler-185 b,Boreal,Porifera
Kepler-185 c,Swamp,Platyhelminthes
Kepler-1850 b,Tropical,Porifera
Kepler-1851 b,Swamp,Bryophyta
Kepler-1852 b,Tropical,Bryophyta
Kepler-1853 b,Scarlet,Pteridophyta
Kepler-1854 b,Tropical,Angiospermae
Kepler-1855 b,Swamp,Echinodermata
Kepler-1856 b,Marshland,Annelida
Kepler-1857 b,Tundra,Chordata
Kepler-1858 b,Tropical,Pteridophyta
Kepler-1859 b,Temperate,Chordata
Kepler-1859 c,Nemoral,Platyhelminthes
Kepler-186 b,Boreal,Chordata
Kepler-186 c,Swamp,Pteridophyta
Kepler-186 d,Tundra,Nematoda
Kepler-186 e,Desert,Echinodermata
Kepler-186 f,Tundra,Chordata
Kepler-1860 b,Boreal,Bryophyta
Kepler-1861 b,Boreal,Cnidaria
Kepler-1862 b,Boreal,Arthropoda
Kepler-1863 b,Tundra,Platyhelminthes
Kepler-1864 b,Swamp,Arthropoda
Kepler-1865 b,Scarlet,Mollusca
Kepler-1866 b,Desert,Echinodermata
Kepler-1867 b,Tropical,Mollusca
Kepler-1868 b,Tropical,Arthropoda
Kepler-1869 b,Swamp,Chordata
Kepler-1869 c,Swamp,Cnidaria
Kepler-187 b,Boreal,Mollusca
Kepler-187 c,Boreal,Pteridophyta
Kepler-1870 b,Tropical,Arthropoda
Kepler-1871 b,Swamp,Echinodermata
Kepler-1872 b,Boreal,Chordata
Kepler-1873 b,Marshland,Pteridophyta
Kepler-1874 b,Desert,Nematoda
Kepler-1875 b,Desert,Bryophyta
Kepler-1876 b,Marshland,Echinodermata
Kepler-1877 b,Marshland,Mollusca
Kepler-1878 b,Nemoral,Nematoda
Kepler-1879 b,Temperate,Mollusca
Kepler-188 b,Alpine,Chordata
Kepler-188 c,Scarlet,Nematoda
Kepler-1880 b,Swamp,Chordata
Kepler-1881 b,Alpine,Chordata
Kepler-1882 b,Tropical,Arthropoda
Kepler-1883 b,Marshland,Chordata
Kepler-1884 b,Boreal,Angiospermae
Kepler-1885 b,Alpine,Platyhelminthes
Kepler-1886 b,Swamp,Bryophyta
Kepler-1887 b,Tropical,Angiospermae
Kepler-1888 b,Scarlet,Bryophyta
Kepler-1889 b,Tundra,Pteridophyta
Kepler-189 b,Tundra,Angiospermae
Kepler-189 c,Boreal,Arthropoda
Kepler-1890 b,Alpine,Platyhelminthes
Kepler-1891 b,Scarlet,Annelida
Kepler-1892 b,Tundra,Bryophyta
Kepler-1893 b,Alpine,Echinodermata
Kepler-1894 b,Marshland,Bryophyta
Kepler-1894 c,Boreal,Annelida
Kepler-1895 b,Marshland,Angiospermae
Kepler-1896 b,Swamp,Nematoda
Kepler-1897 b,Desert,Chordata
Kepler-1898 b,Temperate,Annelida
Kepler-1899 b,Marshland,Bryophyta
Kepler-19 b,Alpine,Arthropoda
Kepler-19 c,Swamp,Cnidaria
Kepler-19 d,Temperate,Cnidaria
Kepler-190 b,Swamp,Bryophyta
Kepler-190 c,Boreal,Mollusca
Kepler-1900 b,Alpine,Nematoda
Kepler-1901 b,Swamp,Arthropoda
Kepler-1902 b,Boreal,Pteridophyta
Kepler-1903 b,Swamp,Mollusca
Kepler-1904 b,Temperate,Cnidaria
Kepler-1905 b,Boreal,Chordata
Kepler-1906 b,Boreal,Pteridophyta
Kepler-1907 b,Boreal,Annelida
Kepler-1907 c,Tropical,Mollusca
Kepler-1909 b,Swamp,Angiospermae
Kepler-191 b,Nemoral,Platyhelminthes
Kepler-191 c,Boreal,Platyhelminthes
Kepler-191 d,Tundra,Pteridophyta
Kepler-1910 b,Marshland,Platyhelminthes
Kepler-1911 b,Marshland,Cnidaria
Kepler-1912 b,Swamp,Angiospermae
Kepler-1913 b,Tundra,Arthropoda
Kepler-1914 b,Desert,Nematoda
Kepler-1915 b,Scarlet,Echinodermata
Kepler-1916 b,Alpine,Arthropoda
Kepler-1917 b,Boreal,Arthropoda
Kepler-1918 b,Nemoral,Bryophyta
Kepler-1919 b,Swamp,Annelida
Kepler-192 b,Marshland,Echinodermata
Kepler-192 c,Nemoral,Angiospermae
Kepler-192 d,Swamp,Mollusca
Kepler-1920 b,Tropical,Nematoda
Kepler-1921 b,Tundra,Arthropoda
Kepler-1921 c,Tundra,Chordata
Kepler-1922 b,Tropical,Arthropoda
Kepler-1923 b,Tundra,Annelida
Kepler-1924 b,Tropical,Angiospermae
Kepler-1925 b,Tundra,Platyhelminthes
Kepler-1926 b,Tropical,Cnidaria
Kepler-1927 b,Swamp,Annelida
Kepler-1928 b,Tundra,Arthropoda
Kepler-1929 b,Temperate,Echinodermata
Kepler-193 b,Desert,Bryophyta
Kepler-193 c,Tropical,Annelida
Kepler-1930 b,Alpine,Cnidaria
Kepler-1931 b,Swamp,Echinodermata
Kepler-1932 b,Desert,Bryophyta
Kepler-1933 b,Tropical,Porifera
Kepler-1934 b,Swamp,Echinodermata
Kepler-1935 b,Boreal,Annelida
Kepler-1936 b,Temperate,Arthropoda
Kepler-1937 b,Tundra,Echinodermata
Kepler-1938 b,Nemoral,Platyhelminthes
Kepler-1939 b,Alpine,Cnidaria
Kepler-194 b,Swamp,Annelida
Kepler-194 c,Tundra,Annelida
Kepler-194 d,Swamp,Annelida
Kepler-1940 b,Swamp,Chordata
Kepler-1941 b,Tropical,Bryophyta
Kepler-1942 b,Swamp,Chordata
Kepler-1943 b,Tropical,Chordata
Kepler-1944 b,Scarlet,Arthropoda
Kepler-1945 b,Tropical,Cnidaria
Kepler-1946 b,Tropical,Arthropoda
Kepler-1947 b,Tundra,Annelida
Kepler-1948 b,Desert,Mollusca
Kepler-1949 b,Swamp,Arthropoda
Kepler-195 b,Scarlet,Bryophyta
Kepler-195 c,Marshland,Mollusca
Kepler-1950 b,Desert,Pteridophyta
Kepler-1951 b,Marshland,Echinodermata
Kepler-1952 b,Tundra,Nematoda
Kepler-1953 b,Scarlet,Nematoda
Kepler-1954 b,Marshland,Pteridophyta
Kepler-1955 b,Marshland,Pteridophyta
Kepler-1956 b,Tundra,Annelida
Kepler-1957 b,Nemoral,Nematoda
Kepler-1958 b,Scarlet,Echinodermata
Kepler-1959 b,Nemoral,Annelida
Kepler-196 b,Tropical,Nematoda
Kepler-196 c,Alpine,Mollusca
Kepler-196 d,Boreal,Arthropoda
Kepler-1960 b,Temperate,Nematoda
Kepler-1961 b,Scarlet,Pteridophyta
Kepler-1962 b,Nemoral,Platyhelminthes
Kepler-1963 b,Alpine,Annelida
Kepler-1964 b,Alpine,Chordata
Kepler-1965 b,Nemoral,Pteridophyta
Kepler-1966 b,Swamp,Cnidaria
Kepler-1967 b,Scarlet,Mollusca
Kepler-1968 b,Nemoral,Mollusca
Kepler-1969 b,Scarlet,Pteridophyta
Kepler-197 b,Desert,Platyhelminthes
Kepler-197 c,Tundra,Platyhelminthes
Kepler-197 d,Tundra,Pteridophyta
Kepler-197 e,Desert,Echinodermata
Kepler-1972 b,Tundra,Arthropoda
Kepler-1972 c,Marshland,Angiospermae
Kepler-1976 b,Marshland,Mollusca
Kepler-1977 b,Marshland,Mollusca
Kepler-1978 b,Boreal,Echinodermata
Kepler-1979 b,Tundra,Nematoda
Kepler-198 b,Scarlet,Annelida
Kepler-198 c,Desert,Chordata
Kepler-198 d,Swamp,Chordata
Kepler-1980 b,Scarlet,Chordata
Kepler-1981 b,Alpine,Echinodermata
Kepler-1982 b,Alpine,Bryophyta
Kepler-1983 b,Tundra,Cnidaria
Kepler-1984 b,Boreal,Pteridophyta
Kepler-1985 b,Tropical,Mollusca
Kepler-1986 b,Tropical,Bryophyta
Kepler-1987 b,Scarlet,Cnidaria
Kepler-1987 c,Swamp,Platyhelminthes
Kepler-1987 d,Scarlet,Chordata
Kepler-1987 e,Alpine,Mollusca
Kepler-1988 b,Alpine,Echinodermata
Kepler-1989 b,Boreal,Bryophyta
Kepler-199 b,Tundra,Chordata
Kepler-199 c,Scarlet,Bryophyta
Kepler-1990 b,Scarlet,Cnidaria
Kepler-1990 c,Swamp,Chordata
Kepler-1991 b,Nemoral,Annelida
Kepler-1991 c,Swamp,Platyhelminthes
Kepler-1992 b,Tropical,Nematoda
Kepler-1993 b,Nemoral,Pteridophyta
Kepler-1994 b,Scarlet,Platyhelminthes
Kepler-1995 b,Tropical,Platyhelminthes
Kepler-1996 b,Swamp,Pteridophyta
Kepler-1996 c,Desert,Porifera
Kepler-1997 b,Scarlet,Platyhelminthes
Kepler-1998 b,Scarlet,Pteridophyta
Kepler-1999 b,Scarlet,Echinodermata
Kepler-20 b,Tundra,Nematoda
Kepler-20 c,Tropical,Mollusca
Kepler-20 d,Scarlet,Echinodermata
Kepler-20 e,Marshland,Chordata
Kepler-20 f,Tundra,Annelida
Kepler-20 g,Desert,Platyhelminthes
Kepler-200 b,Marshland,Porifera
Kepler-200 c,Tundra,Cnidaria
Kepler-2000 b,Temperate,Bryophyta
Kepler-2000 c,Tropical,Platyhelminthes
Kepler-2001 b,Alpine,Annelida
Kepler-2001 c,Scarlet,Platyhelminthes
Kepler-201 b,Alpine,Arthropoda
Kepler-201 c,Desert,Bryophyta
Kepler-202 b,Boreal,Platyhelminthes
Kepler-202 c,Marshland,Platyhelminthes
Kepler-203 b,Marshland,Porifera
Kepler-203 c,Tropical,Annelida
Kepler-203 d,Swamp,Bryophyta
Kepler-204 b,Desert,Cnidaria
Kepler-204 c,Temperate,Annelida
Kepler-205 b,Boreal,Porifera
Kepler-205 c,Nemoral,Annelida
Kepler-206 b,Nemoral,Pteridophyta
